search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20151231&after=publication:20150101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-102980579-B,Autonomous underwater vehicle autonomous navigation locating method ,哈尔滨工程大学,"王宏健, 傅桂霞, 严浙平, 边信黔, 李娟�, 刘向波",2012-11-15,2012-11-15,2015-04-08,2015-04-08,https://patents.google.com/patent/CN102980579B/en,
US-9120412-B2,Carrying autonomous vehicle system and methods ,Robo-team Ltd.,"Daniel Cantor, Yehonatan Asher, Mor Rotbart, Mark Vaynberg, Yosi Wolf, Elad Levy",2012-06-13,2013-04-22,2015-09-01,2015-09-01,https://patents.google.com/patent/US9120412B2/en,https://patentimages.storage.googleapis.com/65/16/d7/4d7aeffb516754/US09120412-20150901-D00000.png
US-2015348335-A1,Performing Services on Autonomous Vehicles ,Madhusoodhan Ramanujam,Madhusoodhan Ramanujam,2015-08-12,2015-08-12,2015-12-03,,https://patents.google.com/patent/US20150348335A1/en,https://patentimages.storage.googleapis.com/d2/2a/fe/fa2ecf1ad0daf1/US20150348335A1-20151203-D00000.png
US-2015338852-A1,Sharing Autonomous Vehicles ,Madhusoodhan Ramanujam,Madhusoodhan Ramanujam,2015-08-12,2015-08-12,2015-11-26,,https://patents.google.com/patent/US20150338852A1/en,https://patentimages.storage.googleapis.com/14/e6/13/e8690e2862adaf/US20150338852A1-20151126-D00000.png
US-2015346727-A1,Parking Autonomous Vehicles ,Madhusoodhan Ramanujam,Madhusoodhan Ramanujam,2015-08-12,2015-08-12,2015-12-03,,https://patents.google.com/patent/US20150346727A1/en,https://patentimages.storage.googleapis.com/1f/a9/e8/41e2743a274041/US20150346727A1-20151203-D00000.png
US-2015339928-A1,Using Autonomous Vehicles in a Taxi Service ,Madhusoodhan Ramanujam,Madhusoodhan Ramanujam,2015-08-12,2015-08-12,2015-11-26,,https://patents.google.com/patent/US20150339928A1/en,https://patentimages.storage.googleapis.com/8b/c2/d8/f883441de27636/US20150339928A1-20151126-D00000.png
US-2015348112-A1,Providing Advertisements to Autonomous Vehicles ,Madhusoodhan Ramanujam,Madhusoodhan Ramanujam,2015-08-12,2015-08-12,2015-12-03,,https://patents.google.com/patent/US20150348112A1/en,https://patentimages.storage.googleapis.com/13/4a/07/44b321a3e9f76c/US20150348112A1-20151203-D00000.png
US-2015334545-A1,Method and system for an emergency location information service (e-lis) from automated vehicles ,"Nicholas M. Maier, Gerald R. Eisner","Nicholas M. Maier, Gerald R. Eisner",2006-05-16,2015-07-22,2015-11-19,,https://patents.google.com/patent/US20150334545A1/en,https://patentimages.storage.googleapis.com/0d/5c/56/950ec366b80888/US20150334545A1-20151119-D00000.png
US-2015356665-A1,Pre-purchase mechanism for autonomous vehicles ,"Shay C. Colson, David A. Divine","Shay C. Colson, David A. Divine",2014-06-08,2015-06-08,2015-12-10,,https://patents.google.com/patent/US20150356665A1/en,https://patentimages.storage.googleapis.com/83/83/ef/671f2c53c00364/US20150356665A1-20151210-D00000.png
US-2015251566-A1,Autonomous vehicle with reconfigurable seats ,"Ford Global Technologies, Llc","Mark A. Cuddihy, Manoharprasad K. Rao, Jialiang Le",2013-11-20,2015-05-20,2015-09-10,,https://patents.google.com/patent/US20150251566A1/en,https://patentimages.storage.googleapis.com/95/9a/5d/1f3bf7c626f108/US20150251566A1-20150910-D00000.png
WO-2015169204-A1,"Self-driving car scheduling method, car scheduling server and self-driving car ",华为技术有限公司,张慧敏,2014-05-06,2015-05-05,2015-11-12,,https://patents.google.com/patent/WO2015169204A1/en,https://patentimages.storage.googleapis.com/22/2f/0d/1a14b777f1da83/PCTCN2015078259-appb-300001.png
US-2015226559-A1,Autonomous vehicle power line position and load parameter estimation ,"Optimal Ranging, Inc.","James W. Waite, Thorkell Gudmundsson, Dimitar Gargov",2010-06-21,2015-04-27,2015-08-13,,https://patents.google.com/patent/US20150226559A1/en,https://patentimages.storage.googleapis.com/18/b6/d3/d6ff3e308edb6e/US20150226559A1-20150813-D00000.png
US-2015261220-A1,Autonomous vehicle comprising extracorporeal blood treatment machine ,"Fresenius Medical Care Holdings, Inc.","Matthew Doyle, Lee TANENBAUM, John TONG",2013-03-15,2015-05-28,2015-09-17,,https://patents.google.com/patent/US20150261220A1/en,https://patentimages.storage.googleapis.com/5e/5c/58/6caeaf9e845960/US20150261220A1-20150917-D00000.png
US-2015261221-A1,Autonomous vehicle comprising extracorporeal blood treatment machine ,"Fresenius Medical Care Holdings, Inc.","Matthew Doyle, Lee TANENBAUM, John TONG",2013-03-15,2015-05-28,2015-09-17,,https://patents.google.com/patent/US20150261221A1/en,https://patentimages.storage.googleapis.com/8e/a0/96/e54fd8e55c9f08/US20150261221A1-20150917-D00000.png
EP-2940545-A1,Mode transition for an autonomous vehicle ,HERE Global B.V.,"Leon STENNETH, Vladimir Boroditsky",2014-04-30,2015-03-26,2015-11-04,,https://patents.google.com/patent/EP2940545A1/en,https://patentimages.storage.googleapis.com/46/f1/4e/e2367737247d61/imgf0001.png
US-2015192428-A1,Determining and displaying auto drive lanes in an autonomous vehicle ,Google Inc.,"Philip Nemec, Brian Douglas Cullinane, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet",2012-11-30,2015-03-23,2015-07-09,,https://patents.google.com/patent/US20150192428A1/en,https://patentimages.storage.googleapis.com/7d/86/ab/d37a24ada315f4/US20150192428A1-20150709-D00000.png
US-2015134180-A1,Autonomous driving control apparatus and method using navigation technology ,Electronics And Telecommunications Research Institute,"Kyoung-Hwan AN, Sam-Yeul NOH, Woo-Yong Han",2013-11-08,2014-11-03,2015-05-14,,https://patents.google.com/patent/US20150134180A1/en,https://patentimages.storage.googleapis.com/a3/02/82/3fc74bc45c17ba/US20150134180A1-20150514-D00000.png
US-2015142248-A1,Apparatus and method for providing location and heading information of autonomous driving vehicle on road within housing complex ,Electronics And Telecommunications Research Institute,"Seung-Jun Han, Kyung-Bok SUNG, Kyoung-Wook Min, Jeong-Dan Choi",2013-11-20,2014-10-21,2015-05-21,,https://patents.google.com/patent/US20150142248A1/en,https://patentimages.storage.googleapis.com/44/88/ac/339e704e091136/US20150142248A1-20150521-D00000.png
US-2015187019-A1,Systems and method for autonomous vehicle data processing ,Hartford Fire Insurance Company,"Steven J. Fernandes, Paul Brendan Olson, Pankaj Prakash",2013-12-31,2014-10-20,2015-07-02,,https://patents.google.com/patent/US20150187019A1/en,https://patentimages.storage.googleapis.com/fa/92/ed/5f8b697c2ed609/US20150187019A1-20150702-D00000.png
US-8989943-B2,Unmanned autonomous traveling service apparatus and method based on driving information database ,Hyundai Motor Company,Byung Yong YOU,2012-12-14,2013-05-16,2015-03-24,2015-03-24,https://patents.google.com/patent/US8989943B2/en,https://patentimages.storage.googleapis.com/50/33/a0/035006ba5ab87f/US08989943-20150324-D00000.png
US-2015070160-A1,Method and arrangement for handover warning in a vehicle having autonomous driving capabilities ,Volvo Car Corporation,"Staffan Davidsson, Sicheng Chen",2013-09-12,2014-09-05,2015-03-12,,https://patents.google.com/patent/US20150070160A1/en,https://patentimages.storage.googleapis.com/1e/ef/73/3a91aa10e421bb/US20150070160A1-20150312-D00000.png
US-2015241226-A1,Autonomous driving sensing system and method ,"Ford Global Technologies, Llc","Gerald H. Engelman, Alex Maurice Miller, Richard Lee Stephenson, Levasseur Tellis, Timothy D. Zwicky",2014-02-24,2015-01-19,2015-08-27,,https://patents.google.com/patent/US20150241226A1/en,https://patentimages.storage.googleapis.com/53/c0/08/45bc8fa1df6173/US20150241226A1-20150827-D00000.png
US-2015006005-A1,Autonomous Unmanned Road Vehicle for Making Deliveries ,"Steven Sounyoung Yu, Sounil Yu","Steven Sounyoung Yu, Sounil Yu",2013-07-01,2014-06-29,2015-01-01,,https://patents.google.com/patent/US20150006005A1/en,https://patentimages.storage.googleapis.com/18/25/bd/77e17fce4e5971/US20150006005A1-20150101-D00000.png
US-2015345967-A1,Probabilistic autonomous vehicle routing and navigation ,"Nissan North America, Inc.",Nicolas Meuleau,2014-06-03,2014-06-03,2015-12-03,,https://patents.google.com/patent/US20150345967A1/en,https://patentimages.storage.googleapis.com/a2/5a/83/8542368c5ea4a1/US20150345967A1-20151203-D00000.png
US-2015345966-A1,Autonomous vehicle lane routing and navigation ,"Nissan North America, Inc.",Nicolas Meuleau,2014-05-30,2014-05-30,2015-12-03,,https://patents.google.com/patent/US20150345966A1/en,https://patentimages.storage.googleapis.com/0d/07/0f/28ac3a86bbef75/US20150345966A1-20151203-D00000.png
US-2015346718-A1,Autonomous Vehicle Monitoring and Control ,Here Global B.V.,Leon Oliver Stenneth,2014-05-27,2014-05-27,2015-12-03,,https://patents.google.com/patent/US20150346718A1/en,https://patentimages.storage.googleapis.com/c3/ea/0a/de748fb40d4d54/US20150346718A1-20151203-D00000.png
US-2015336502-A1,Communication between autonomous vehicle and external observers ,"Applied Minds, Llc","W. Daniel Hillis, Kjerstin I. WILLIAMS, Thomas A. Tombrello, James W. SARRETT, Luke W. Khanlian, Adrian L. KAEHLER, Russel Howe",2014-05-22,2014-05-22,2015-11-26,,https://patents.google.com/patent/US20150336502A1/en,https://patentimages.storage.googleapis.com/bc/80/71/a34b50ee441ccf/US20150336502A1-20151126-D00000.png
CN-103487812-B,An ultrasonic navigation device and method for an autonomous mobile vehicle in a greenhouse ,江苏大学,"王新忠, 李宁",2013-08-30,2013-08-30,2015-11-04,2015-11-04,https://patents.google.com/patent/CN103487812B/en,
US-2015345971-A1,Synchronously updated vehicle transportation network information for autonomous vehicle routing and navigation ,"Nissan North America, Inc.","Nicolas Meuleau, Vikram Krishnamurthy",2014-06-03,2014-06-03,2015-12-03,,https://patents.google.com/patent/US20150345971A1/en,https://patentimages.storage.googleapis.com/b2/af/fb/7ea105e92279d4/US20150345971A1-20151203-D00000.png
US-2015314780-A1,Mode Transition for an Autonomous Vehicle ,Here Global B.V.,"Leon Oliver Stenneth, Vladimir Boroditsky",2014-04-30,2014-04-30,2015-11-05,,https://patents.google.com/patent/US20150314780A1/en,https://patentimages.storage.googleapis.com/d2/4a/57/d4d39242f77b4d/US20150314780A1-20151105-D00000.png
US-2015285644-A1,"Automated Guided Vehicle, System Comprising A Computer And An Automated Guided Vehicle, Method Of Planning A Virtual Track, And Method Of Operating An Automated Guided Vehicle ",Kuka Laboratories Gmbh,"Patrick Pfaff, Bjorn Klein",2013-04-30,2014-04-28,2015-10-08,,https://patents.google.com/patent/US20150285644A1/en,https://patentimages.storage.googleapis.com/ba/40/9d/c14074d9ad592e/US20150285644A1-20151008-D00000.png
US-2015100192-A1,Apparatus and method for controlling autonomous vehicle platooning ,Electronics And Telecommunications Research Institute,"Sangwoo Lee, Myungwook PARK, Wooyong HAN",2013-10-07,2014-08-06,2015-04-09,,https://patents.google.com/patent/US20150100192A1/en,https://patentimages.storage.googleapis.com/94/16/c8/057db5ddcf3fe8/US20150100192A1-20150409-D00000.png
US-2015346723-A1,Vehicle trajectory planning for autonomous vehicles ,"Nissan North America, Inc.",Liam Pedersen,2014-05-30,2014-05-30,2015-12-03,,https://patents.google.com/patent/US20150346723A1/en,https://patentimages.storage.googleapis.com/1d/9d/93/85538545109f3b/US20150346723A1-20151203-D00000.png
US-2015277440-A1,Sense and avoid for automated mobile vehicles ,"Amazon Technologies, Inc.","Gur Kimchi, Scott Isaacs, Amir Navot, Brian C. Beckman, Frederik Schaffalitzky, Scott A. Green",2014-03-25,2014-03-25,2015-10-01,,https://patents.google.com/patent/US20150277440A1/en,https://patentimages.storage.googleapis.com/22/49/51/c892aa83626cab/US20150277440A1-20151001-D00000.png
US-2015248131-A1,Remote Assistance for Autonomous Vehicles in Predetermined Situations ,Google Inc.,"Nathaniel Fairfield, Joshua Seth Herbach, Vadim Furman",2014-03-03,2014-03-03,2015-09-03,,https://patents.google.com/patent/US20150248131A1/en,https://patentimages.storage.googleapis.com/b2/d0/d0/049951807756e3/US20150248131A1-20150903-D00000.png
US-2015241241-A1,Identifying cost-effective parking for an autonomous vehicle ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-27,2014-02-27,2015-08-27,,https://patents.google.com/patent/US20150241241A1/en,https://patentimages.storage.googleapis.com/1e/5f/b0/8735f58a771ae0/US20150241241A1-20150827-D00000.png
US-2015241878-A1,Autonomous driving sensing system and method ,"Ford Global Technologies, Llc","Dale Scott Crombez, Thomas Edward Pilutti, Matt Y. Rupp, Roger Arnold Trombley, Andrew Waldis, Peter Francis Worrel, Wilford Trent Yopp",2014-02-25,2014-02-25,2015-08-27,,https://patents.google.com/patent/US20150241878A1/en,https://patentimages.storage.googleapis.com/28/5b/5c/0d45992e41dc61/US20150241878A1-20150827-D00000.png
US-2015242953-A1,Systems and methods for generating data that is representative of an insurance policy for an autonomous vehicle ,State Farm Mutual Automobile Insurance Company,Jerry Brett Suiter,2014-02-25,2014-02-25,2015-08-27,,https://patents.google.com/patent/US20150242953A1/en,https://patentimages.storage.googleapis.com/71/de/df/77c310edee207b/US20150242953A1-20150827-D00000.png
US-2015233719-A1,Limitations on the use of an autonomous vehicle ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-14,2014-02-17,2015-08-20,,https://patents.google.com/patent/US20150233719A1/en,https://patentimages.storage.googleapis.com/4c/6d/a8/9d9f404d136604/US20150233719A1-20150820-D00000.png
US-2015232064-A1,Limitations on the use of an autonomous vehicle ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-14,2014-02-14,2015-08-20,,https://patents.google.com/patent/US20150232064A1/en,https://patentimages.storage.googleapis.com/2e/55/e1/813b52c15d63f6/US20150232064A1-20150820-D00000.png
US-2015235480-A1,Administering A Recall By An Autonomous Vehicle ,Lenovo Enterprise Solutions (Singapore) Pte. Ltd.,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-19,2014-02-19,2015-08-20,,https://patents.google.com/patent/US20150235480A1/en,https://patentimages.storage.googleapis.com/eb/8c/ba/13b6f8988b69f1/US20150235480A1-20150820-D00000.png
US-2015177007-A1,Autonomous driver assistance system and autonomous driving method thereof ,Automotive Research & Testing Center,"Yi-Feng Su, Ming-hung Li",2013-12-23,2013-12-23,2015-06-25,,https://patents.google.com/patent/US20150177007A1/en,https://patentimages.storage.googleapis.com/16/7b/d2/da92c1d371d95f/US20150177007A1-20150625-D00000.png
US-2015175168-A1,Autonomous driving comparison and evaluation ,"Lytx, Inc.","Brett Hoye, Daniel Lambert, Greg Sutton",2013-12-22,2013-12-22,2015-06-25,,https://patents.google.com/patent/US20150175168A1/en,https://patentimages.storage.googleapis.com/59/29/05/51b60e95cbf2a2/US20150175168A1-20150625-D00000.png
US-2015166069-A1,Autonomous driving style learning ,"Ford Global Technologies, Llc","Gerald H. Engelman, Alex Maurice Miller, Thomas Edward Pilutti, Matt Y. Rupp, Richard Lee Stephenson, Levasseur Tellis, Roger Arnold Trombley, Andrew Waldis, Timothy D. Zwicky",2013-12-18,2013-12-18,2015-06-18,,https://patents.google.com/patent/US20150166069A1/en,https://patentimages.storage.googleapis.com/28/9a/7a/b94e4c94bccadc/US20150166069A1-20150618-D00000.png
