search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20201231&after=publication:20200101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10824145-B1,Autonomous vehicle component maintenance and repair ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2017-01-18,2020-11-03,2020-11-03,https://patents.google.com/patent/US10824145B1/en,https://patentimages.storage.googleapis.com/59/37/12/cbf0d27b7d5200/US10824145-20201103-D00000.png
US-10864917-B2,Engaging and disengaging for autonomous driving ,Waymo Llc,"Brian Douglas Cullinane, Philip Nemec, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet, Lilli Ing-Marie JONSSON",2012-11-30,2019-04-08,2020-12-15,2020-12-15,https://patents.google.com/patent/US10864917B2/en,https://patentimages.storage.googleapis.com/26/18/1b/fbf01993ff38ba/US10864917-20201215-D00000.png
US-2020302546-A1,Accident fault determination for autonomous vehicles ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2020-06-08,2020-09-24,,https://patents.google.com/patent/US20200302546A1/en,https://patentimages.storage.googleapis.com/4c/64/99/e1a6bfd2e55ccd/US20200302546A1-20200924-D00000.png
US-2020302548-A1,Accident fault determination for autonomous vehicles ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2020-06-08,2020-09-24,,https://patents.google.com/patent/US20200302548A1/en,https://patentimages.storage.googleapis.com/fe/7b/5f/330c6c532d2daf/US20200302548A1-20200924-D00000.png
US-10726499-B1,Accident fault determination for autonomous vehicles ,State Farm Mutual Automoible Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2018-11-14,2020-07-28,2020-07-28,https://patents.google.com/patent/US10726499B1/en,https://patentimages.storage.googleapis.com/ff/74/ee/eaffd6e80fe82a/US10726499-20200728-D00000.png
US-10726498-B1,Accident fault determination for autonomous vehicles ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2018-11-14,2020-07-28,2020-07-28,https://patents.google.com/patent/US10726498B1/en,https://patentimages.storage.googleapis.com/ef/76/96/df780be893d6ca/US10726498-20200728-D00000.png
US-2020302547-A1,Autonomous vehicle technology effectiveness determination for insurance pricing ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2020-06-08,2020-09-24,,https://patents.google.com/patent/US20200302547A1/en,https://patentimages.storage.googleapis.com/08/ac/73/00a0cbccc46b4b/US20200302547A1-20200924-D00000.png
US-10529027-B1,Autonomous vehicle operation feature monitoring and evaluation of effectiveness ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2015-05-15,2020-01-07,2020-01-07,https://patents.google.com/patent/US10529027B1/en,https://patentimages.storage.googleapis.com/cd/38/3c/c0f0cc85560df7/US10529027-20200107-D00000.png
US-10748218-B2,Autonomous vehicle technology effectiveness determination for insurance pricing ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2017-11-08,2020-08-18,2020-08-18,https://patents.google.com/patent/US10748218B2/en,https://patentimages.storage.googleapis.com/0b/0e/9f/1a15b2c74d9f91/US10748218-20200818-D00000.png
US-2020241552-A1,Using classified sounds and localized sound sources to operate an autonomous vehicle ,Aptiv Technologies Limited,"Metarsit Leenayongwut, Weng Fei Low",2019-01-24,2020-01-24,2020-07-30,,https://patents.google.com/patent/US20200241552A1/en,https://patentimages.storage.googleapis.com/dc/25/f8/10ba04b98cfa24/US20200241552A1-20200730-D00000.png
KR-102090920-B1,Autonomous vehicle operation management control ,"닛산 노쓰 아메리카, 인크., 유니버시티 오브 매사추세츠","킬 레이, 스테판 윗윗키, 쉴로모 질버슈타인, 리암 페더슨",2017-02-10,2017-02-10,2020-03-19,2020-03-19,https://patents.google.com/patent/KR102090920B1/en,https://patentimages.storage.googleapis.com/83/97/59/3a0fe3bdc0ea00/112019091566461-pct00002.png
US-10818187-B2,Systems and methods for deploying an autonomous vehicle to oversee autonomous navigation ,"Uatc, Llc",Eric Michael Perko,2017-07-17,2017-07-17,2020-10-27,2020-10-27,https://patents.google.com/patent/US10818187B2/en,https://patentimages.storage.googleapis.com/8c/50/08/d16e75232e251b/US10818187-20201027-D00000.png
KR-102106875-B1,System and method for avoiding accidents during autonomous driving based on vehicle learning ,엔에이치엔 주식회사,임철재,2017-10-24,2017-10-24,2020-05-08,2020-05-08,https://patents.google.com/patent/KR102106875B1/en,https://patentimages.storage.googleapis.com/cf/67/ec/eae172995def4b/112017104866221-pat00001.png
US-2020386558-A1,Managing autonomous vehicles ,Andrew DeLizio,Andrew DeLizio,2017-01-19,2020-08-24,2020-12-10,,https://patents.google.com/patent/US20200386558A1/en,https://patentimages.storage.googleapis.com/4d/41/e6/85b81f06519f5c/US20200386558A1-20201210-D00000.png
US-2020150660-A1,Autonomous vehicle and control method thereof ,Lg Electronics Inc.,"Sangwon Kim, Kyunglack KIM",2016-11-11,2019-12-30,2020-05-14,,https://patents.google.com/patent/US20200150660A1/en,https://patentimages.storage.googleapis.com/23/c0/89/6f17fba6e24c1d/US20200150660A1-20200514-D00000.png
US-2020142430-A1,Using Pre-Computed Vehicle Locations and Paths to Direct Autonomous Vehicle Maneuvering ,"Lyft, Inc.",Thomas Danaher Harvey,2015-02-01,2019-12-20,2020-05-07,,https://patents.google.com/patent/US20200142430A1/en,https://patentimages.storage.googleapis.com/ea/20/8f/55d4054d4b3ece/US20200142430A1-20200507-D00000.png
KR-102113816-B1,"System for autonomous driving service of vehicle, cloud server thereof and method thereof ",한국전자통신연구원,"민경욱, 성경복, 최정단, 한승준, 손주찬",2016-01-05,2016-01-05,2020-06-03,2020-06-03,https://patents.google.com/patent/KR102113816B1/en,https://patentimages.storage.googleapis.com/92/8a/e7/3924add1e263e8/112016000757303-pat00001.png
CN-105806354-B,Navigation unit and method for providing navigation instructions for an autonomous vehicle ,沃尔沃汽车公司,"I·杉冈, A·德罗米, K·考皮",2015-01-16,2016-01-07,2020-10-23,2020-10-23,https://patents.google.com/patent/CN105806354B/en,https://patentimages.storage.googleapis.com/2d/f8/85/c038fb705ca89e/HSA0000127079850000011.png
EP-3690586-A1,Method and device for remote-controlling autonomous vehicle capable of changing driving mode between autonomous driving mode and manual driving mode ,"Stradvision, Inc.","Kye-hyeon KIM, Yongjoong Kim, Hak-Kyoung Kim, Woonhyun Nam, Sukhoon Boo, Myungchul Sung, Dongsoo Shin, Donghun Yeo, Wooju RYU, Myeong-Chun Lee, Hyungsoo Lee, Taewoong Jang, Kyungjoong Jeong, Hongmo Je, Hojin Cho",2019-01-30,2020-01-21,2020-08-05,,https://patents.google.com/patent/EP3690586A1/en,https://patentimages.storage.googleapis.com/28/52/b2/3cca6c59a6f478/imgf0001.png
US-10663308-B2,Vehicle equipment for autonomous vehicle enhancement system ,"Arnold Chase, William Chase","Arnold Chase, William Chase",2017-05-08,2018-05-08,2020-05-26,2020-05-26,https://patents.google.com/patent/US10663308B2/en,https://patentimages.storage.googleapis.com/da/e5/b3/ea3071d776754d/US10663308-20200526-D00000.png
US-10739149-B2,Autonomous vehicle enhancement system ,"Arnold Chase, William Chase","Arnold Chase, William Chase",2017-05-08,2018-05-08,2020-08-11,2020-08-11,https://patents.google.com/patent/US10739149B2/en,https://patentimages.storage.googleapis.com/d9/ef/48/a823cc20febb0f/US10739149-20200811-D00000.png
US-2020241526-A1,Method and device for remote-controlling autonomous vehicle capable of changing driving mode between autonomous driving mode and manual driving mode ,"StradVision, Inc.","Kye-hyeon KIM, Yongjoong Kim, Hak-Kyoung Kim, Woonhyun Nam, Sukhoon Boo, Myungchul Sung, Dongsoo Shin, Donghun Yeo, Wooju RYU, Myeong-Chun Lee, Hyungsoo Lee, Taewoong Jang, Kyungjoong Jeong, Hongmo Je, Hojin Cho",2019-01-30,2019-12-31,2020-07-30,,https://patents.google.com/patent/US20200241526A1/en,https://patentimages.storage.googleapis.com/3b/bc/f0/252998844092d9/US20200241526A1-20200730-D00000.png
US-10593212-B2,Autonomous parking methods and systems for autonomous vehicles ,GM Global Technology Operations LLC,"Valor Yaldo, Xiaofeng F. Song",2017-06-12,2017-06-12,2020-03-17,2020-03-17,https://patents.google.com/patent/US10593212B2/en,https://patentimages.storage.googleapis.com/8a/15/19/7de8ae5bd5bbd4/US10593212-20200317-D00000.png
US-2020031340-A1,Adjusting speeds along a path for autonomous driving vehicles ,Baidu Usa Llc,"Jiaming Tao, Liangliang Zhang, Dong Li, Yifei Jiang, Jiangtao Hu, Fan Zhu",2018-07-27,2018-07-27,2020-01-30,,https://patents.google.com/patent/US20200031340A1/en,https://patentimages.storage.googleapis.com/a0/d2/35/ca2e92213c8775/US20200031340A1-20200130-D00000.png
US-2020216086-A1,Methods and systems for increasing autonomous vehicle safety and flexibility using voice interaction ,Cerence Operating Company,"Nils Lenke, Johan Wouters, Adam Emfield, Sumanta Chakraborty, Charles L. Ortiz, JR.",2019-01-04,2020-01-03,2020-07-09,,https://patents.google.com/patent/US20200216086A1/en,https://patentimages.storage.googleapis.com/6b/d9/19/c3aa3b4a9a6bb6/US20200216086A1-20200709-D00000.png
US-2020125118-A1,Coordinating Movements of Autonomous Vehicles to Direct Autonomous Vehicle Maneuvering ,"Lyft, Inc.",Thomas Danaher Harvey,2015-02-01,2019-12-20,2020-04-23,,https://patents.google.com/patent/US20200125118A1/en,https://patentimages.storage.googleapis.com/a2/ed/99/67be9f07d22cf9/US20200125118A1-20200423-D00000.png
US-10812996-B2,"Methods and systems for communication among nodes for the internet of things, including autonomous vehicles, for optimizing operations of the nodes ","Veniam, Inc.","Nuno Alexandre Tavares Coutinho, Ricardo Jorge MAGALHÃES DE MATOS, João Francisco CORDEIRO DE OLIVEIRA BARROS",2017-06-27,2019-07-24,2020-10-20,2020-10-20,https://patents.google.com/patent/US10812996B2/en,https://patentimages.storage.googleapis.com/f6/89/df/01db74eb2750aa/US10812996-20201020-D00000.png
KR-102173984-B1,Apparatus for controlling brake of autonomous driving vehicle ,현대모비스 주식회사,황우현,2019-06-27,2019-06-27,2020-11-05,2020-11-05,https://patents.google.com/patent/KR102173984B1/en,https://patentimages.storage.googleapis.com/3b/4e/d0/13f1155289cb8a/112019065815919-pat00001.png
US-10713727-B1,Systems and methods for building and utilizing an autonomous vehicle-related event blockchain ,State Farm Mutual Automobile Insurance Company,"Matthew L. Floyd, Alvin Hon-Wai Yu, Antwuan Murphy, Brittney Benzio, Lindsi Brantley, Matthew S. Delaney, Matthew Vulich, Matthew S. Rodriguez, Neha Goel, Sabrina Collins, Annie Pudlo Murillo",2016-11-23,2017-06-15,2020-07-14,2020-07-14,https://patents.google.com/patent/US10713727B1/en,https://patentimages.storage.googleapis.com/44/d6/cd/d6b077287853a8/US10713727-20200714-D00000.png
KR-102135256-B1,Method for user authentication of vehicle in autonomous driving system and apparatus thereof ,엘지전자 주식회사,김소령,2019-08-08,2019-08-08,2020-07-17,2020-07-17,https://patents.google.com/patent/KR102135256B1/en,https://patentimages.storage.googleapis.com/e6/53/e6/3d8e4d30c452d9/112019081405248-pat00001.png
US-10860030-B2,"Deep learning-based autonomous vehicle control device, system including the same, and method thereof ","Hyundai Motor Company, Kia Motors Corporation",Byung Yong YOU,2017-03-27,2017-06-07,2020-12-08,2020-12-08,https://patents.google.com/patent/US10860030B2/en,https://patentimages.storage.googleapis.com/89/f8/cf/eba9c1cba16c90/US10860030-20201208-D00000.png
US-10679312-B2,Dynamic autonomous vehicle servicing and management ,Lyft Inc.,"Taggart Matthiesen, Jody Kelman",2017-04-25,2017-04-25,2020-06-09,2020-06-09,https://patents.google.com/patent/US10679312B2/en,https://patentimages.storage.googleapis.com/2d/1c/33/d80f0c0931d841/US10679312-20200609-D00000.png
US-10830669-B2,Perception simulation for improved autonomous vehicle control ,"Tusimple, Inc.","Xing Sun, Wutu LIN, Yufei Zhao, Liu Liu",2017-05-18,2019-10-22,2020-11-10,2020-11-10,https://patents.google.com/patent/US10830669B2/en,https://patentimages.storage.googleapis.com/a5/b7/3f/7fc24878793260/US10830669-20201110-D00000.png
US-2020151973-A1,Systems and Methods to Obtain Feedback in Response to Autonomous Vehicle Failure Events ,"Uatc, Llc","Molly Castle Nix, Sean Chin, Dennis Zhao",2017-06-16,2020-01-13,2020-05-14,,https://patents.google.com/patent/US20200151973A1/en,https://patentimages.storage.googleapis.com/39/65/4a/688aaa4f6e4b94/US20200151973A1-20200514-D00000.png
US-2020073385-A1,Applications and skills for an autonomous unmanned aerial vehicle ,"Skydio, Inc.","Roshan Neel Jobanputra, Jeffrey Robert DeCew, Matthew Joseph Donahoe, Mark Edward Rubin, Adam Parker Bry, Abraham Galton Bachrach, Jack Louis Zhu, Kristen Marie Holtz",2018-09-04,2019-09-03,2020-03-05,,https://patents.google.com/patent/US20200073385A1/en,https://patentimages.storage.googleapis.com/07/5f/bc/73dc79ac965327/US20200073385A1-20200305-D00000.png
US-2020082726-A1,Controlling Autonomous Vehicles to Provide Automated Emergency Response Functions ,Allstate Insurance Company,"Surender Kumar, Ryan M. Briggs, Mark V. Slusar, Timothy W. Gibson",2016-09-30,2019-08-01,2020-03-12,,https://patents.google.com/patent/US20200082726A1/en,https://patentimages.storage.googleapis.com/80/d1/32/8f28404301789f/US20200082726A1-20200312-D00001.png
US-2020027354-A1,Autonomous Vehicle Idle State Task Selection for Improved Computational Resource Usage ,"Uber Technologies, Inc.","Brent Justin Goldman, Leigh Gray Hagestad, Rei Chiang, Christopher James Lyons",2018-07-23,2019-07-23,2020-01-23,,https://patents.google.com/patent/US20200027354A1/en,https://patentimages.storage.googleapis.com/78/cb/7d/257bd310c3448f/US20200027354A1-20200123-D00000.png
US-2020019162-A1,System and Methods to Enable User Control of an Autonomous Vehicle ,"Uber Technologies, Inc.",Scott C. Poeppel,2017-06-07,2019-08-19,2020-01-16,,https://patents.google.com/patent/US20200019162A1/en,https://patentimages.storage.googleapis.com/80/4e/66/855d50ec4da46e/US20200019162A1-20200116-D00000.png
US-2020346643-A1,Operational Risk Assessment for Autonomous Vehicle Control ,"Retrospect Technology, LLC","Michael Woon, Michael Glenn Diaz",2019-04-30,2019-05-06,2020-11-05,,https://patents.google.com/patent/US20200346643A1/en,https://patentimages.storage.googleapis.com/b0/0c/8a/e0fda9f792a611/US20200346643A1-20201105-D00000.png
US-2020225668-A1,Training and testing automated driving models ,International Business Machines Corporation,"Satoshi Masuda, Hiroaki Nakamura, Koichi Kajitani",2019-01-10,2019-01-10,2020-07-16,,https://patents.google.com/patent/US20200225668A1/en,https://patentimages.storage.googleapis.com/7b/3d/f5/99436ee2515628/US20200225668A1-20200716-D00000.png
CN-104827933-B,Autonomous vehicle with reconfigurable seats ,福特全球技术公司,"马克·A·库迪西, 马诺哈普拉萨德·K·拉奥, 乐嘉良",2013-11-20,2014-11-20,2020-01-14,2020-01-14,https://patents.google.com/patent/CN104827933B/en,https://patentimages.storage.googleapis.com/29/cb/b6/1e700400fe8c08/HDA0000612779580000011.png
US-2020023830-A1,Driving System for Automated Driving with a Steering Wheel Display ,Bayerische Motoren Werke Aktiengesellschaft,"Marc Breisinger, Julian Eichhorn, Philipp Kerschbaum, Lutz Lorenz, Stephan Mueller, Julia Niemann, Philipp SUESSENGUTH",2017-03-28,2019-09-27,2020-01-23,,https://patents.google.com/patent/US20200023830A1/en,https://patentimages.storage.googleapis.com/0b/6c/49/80b16595e8ae3e/US20200023830A1-20200123-D00000.png
US-10717384-B2,System and method for projecting trajectory path of an autonomous vehicle onto a road surface ,Pony Ai Inc.,"Xiang Yu, Zichao Qi, Hao Song, Sinan Xiao, Bo Xiao, Jie Hou, Tianyi Li, Tiancheng Lou, Jun Peng, Yiming Liu",2017-10-25,2017-10-25,2020-07-21,2020-07-21,https://patents.google.com/patent/US10717384B2/en,https://patentimages.storage.googleapis.com/ab/b1/92/6794fb2147fa2e/US10717384-20200721-D00000.png
CN-104730949-B,Affective user interface in autonomous vehicle ,福特全球技术公司,"克里斯多夫·阿塔尔德, 谢恩·埃尔沃特, 杰夫·艾伦·格林伯格, 拉吉特·乔瑞, 戴温德·辛夫·科克哈尔, 道格·斯科特·罗德, 约翰·舒特科, 洪特·埃里克·曾",2013-12-20,2014-12-18,2020-01-14,2020-01-14,https://patents.google.com/patent/CN104730949B/en,https://patentimages.storage.googleapis.com/fc/82/79/156c99c99dfb3c/HDA0000636882660000021.png
CN-107249955-B,Controlling autonomous driving modes in autonomous vehicles ,罗伯特·博世有限公司,"A.纳吉, S.拉雅拉姆, J.韦特, T.马梅瓦, C.科雷默, J.贝克",2014-12-31,2015-12-31,2020-09-08,2020-09-08,https://patents.google.com/patent/CN107249955B/en,https://patentimages.storage.googleapis.com/82/b6/b1/e6c5ce2ba8ad13/187736.png
US-2020391738-A1,Autonomous vehicle interactive decision making ,"Honda Motor Co., Ltd.",David Francis Isele,2019-06-12,2019-06-12,2020-12-17,,https://patents.google.com/patent/US20200391738A1/en,https://patentimages.storage.googleapis.com/67/46/09/bbb5d64fe8516f/US20200391738A1-20201217-D00000.png
US-10663965-B2,Permissions for partially autonomous vehicle operation ,"Ford Global Technologies, Llc","Sarra Awad Yako, Levasseur Tellis",2016-09-01,2016-09-01,2020-05-26,2020-05-26,https://patents.google.com/patent/US10663965B2/en,https://patentimages.storage.googleapis.com/3c/58/5a/c27b7ccf75dfeb/US10663965-20200526-D00000.png
US-2020114813-A1,Autonomous vehicle intent signaling ,GM Global Technology Operations LLC,"Eric LUJAN, Shiva Ghose, Elliot Branson, Peter Ming Gao, Zhichang Yan, Zhizhong Yan",2018-10-16,2018-10-16,2020-04-16,,https://patents.google.com/patent/US20200114813A1/en,https://patentimages.storage.googleapis.com/ec/f6/ab/2f40fdac58b6f5/US20200114813A1-20200416-D00000.png
US-10775788-B2,Autonomous vehicle and control method thereof ,Lg Electronics Inc.,"Sangwon Kim, Kyunglack KIM",2016-11-11,2017-11-09,2020-09-15,2020-09-15,https://patents.google.com/patent/US10775788B2/en,https://patentimages.storage.googleapis.com/ef/b2/06/b6f1ee2c94d291/US10775788-20200915-D00000.png
US-10532885-B1,Delivering items using autonomous vehicles ,"Amazon Technologies, Inc.","Tye Michael Brady, Darren Ernest Canavor, Ethan Zane Evans, Pragyana K. Mishra, Hilliard Bruce Siegel",2016-12-23,2019-06-03,2020-01-14,2020-01-14,https://patents.google.com/patent/US10532885B1/en,https://patentimages.storage.googleapis.com/9b/90/a7/10c7033781a60f/US10532885-20200114-D00000.png
US-10649455-B2,"Device, method and system for determining a pilot vehicle for an autonomous vehicle ",Scania Cv Ab,Sergej Saibel,2015-03-24,2016-02-11,2020-05-12,2020-05-12,https://patents.google.com/patent/US10649455B2/en,https://patentimages.storage.googleapis.com/ee/c3/e7/9c43fdbba053cc/US10649455-20200512-D00000.png
CN-104859649-B,Autonomous driving sensing system and method ,福特全球技术公司,"戴尔·斯科特·克劳姆贝兹, 托马斯·爱德华·皮卢蒂, 马特·Y·鲁普, 罗杰·阿诺德·特朗布利, 安德鲁·瓦尔迪斯, 彼得·弗朗西斯·沃勒尔, 威尔福德·特伦特·约普",2014-02-25,2015-02-25,2020-03-20,2020-03-20,https://patents.google.com/patent/CN104859649B/en,https://patentimages.storage.googleapis.com/60/c4/39/7c6251567cedc8/HDA0000674819420000011.png
WO-2020218636-A1,"Autonomous vehicle, and system and method for providing service by using same ",엘지전자 주식회사,허인,2019-04-23,2019-04-23,2020-10-29,,https://patents.google.com/patent/WO2020218636A1/en,https://patentimages.storage.googleapis.com/da/fd/27/57cb3de259c2d8/PCTKR2019004922-appb-img-000001.png
US-2020086837-A1,"Electronic device for determining an emergency stopping trajectory of an autonomous vehicle, related vehicle and method ",Transdev Group,Olivier Le Cornec,2018-09-19,2019-09-13,2020-03-19,,https://patents.google.com/patent/US20200086837A1/en,https://patentimages.storage.googleapis.com/4b/91/a0/bc3a25858795ea/US20200086837A1-20200319-D00000.png
KR-102195935-B1,Driving mode and path determinaion method and system of autonomous vehicle ,엘지전자 주식회사,안동균,2019-08-13,2019-08-13,2020-12-30,2020-12-30,https://patents.google.com/patent/KR102195935B1/en,https://patentimages.storage.googleapis.com/67/37/2d/fb296b995fc880/112019082927754-pat00001.png
KR-102049863-B1,Autonomous vehicle and method of controlling the same ,엘지전자 주식회사,"김철문, 양성필, 이진교, 조석환",2017-12-26,2017-12-26,2020-01-08,2020-01-08,https://patents.google.com/patent/KR102049863B1/en,https://patentimages.storage.googleapis.com/1e/02/6e/4823adda242c2b/112017129205157-pat00009.png
US-10877481-B2,Autonomous driving control system and control method using the same ,"Hyundai Motor Company, Kia Motors Corporation","Byung Yong YOU, Young Chul Oh",2017-04-05,2018-01-19,2020-12-29,2020-12-29,https://patents.google.com/patent/US10877481B2/en,https://patentimages.storage.googleapis.com/c5/99/84/6ba67a29e4a16c/US10877481-20201229-D00000.png
US-2020004249-A1,Data training method and apparatus for autonomous vehicle ,"Baidu Online Network Technology (Beijing) Co., Ltd.","Hao Yu, Yongshan Yan, Chao Zheng, Kun Tang, Yunfei Zhang, Yu Jiang",2017-09-05,2019-09-10,2020-01-02,,https://patents.google.com/patent/US20200004249A1/en,https://patentimages.storage.googleapis.com/6d/5c/12/0582f9fe08fb2f/US20200004249A1-20200102-D00000.png
CN-107194575-B,Vehicle autonomous scheduling method for processing express adding and pickup requirements ,重庆大学,"谷振宇, 刘国荣, 白晓辉, 郑家佳, 吕健成, 朱雪莲",2017-05-19,2017-05-19,2020-07-31,2020-07-31,https://patents.google.com/patent/CN107194575B/en,https://patentimages.storage.googleapis.com/28/d5/57/28dca968ff2b81/HDA0001299334370000011.png
US-10640101-B2,Autonomous ready vehicle ,Polaris Industries Inc.,"Amber P. Malone, David J. Koenig, Kevin P. Blair, Patrick D. Weldon, Cole A. Sytsma",2014-12-15,2018-12-12,2020-05-05,2020-05-05,https://patents.google.com/patent/US10640101B2/en,https://patentimages.storage.googleapis.com/15/c4/39/114e3bd8dea3ba/US10640101-20200505-D00000.png
US-10683012-B2,System delay estimation method for autonomous vehicle control ,Baidu Usa Llc,"Fan Zhu, Qi Kong, Guang Yang, Jingao Wang",2016-09-28,2019-01-24,2020-06-16,2020-06-16,https://patents.google.com/patent/US10683012B2/en,https://patentimages.storage.googleapis.com/68/70/06/27699de384d86a/US10683012-20200616-D00000.png
US-10676085-B2,"Training machine learning model based on training instances with: training instance input based on autonomous vehicle sensor data, and training instance output based on additional vehicle sensor data ","Aurora Innovation, Inc.","Warren Smith, Ethan Eade, Sterling J. Anderson, James Andrew Bagnell, Bartholomeus C. Nabbe, Christopher Paul Urmson",2018-04-11,2018-10-29,2020-06-09,2020-06-09,https://patents.google.com/patent/US10676085B2/en,https://patentimages.storage.googleapis.com/da/e0/a9/41ac6e83039536/US10676085-20200609-D00000.png
US-10679497-B1,Autonomous vehicle application ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2018-10-03,2020-06-09,2020-06-09,https://patents.google.com/patent/US10679497B1/en,https://patentimages.storage.googleapis.com/2b/7a/4c/0f842841689e2f/US10679497-20200609-D00000.png
