search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20221231&after=publication:20220101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
DE-112006002892-B4,Systems and methods for switching between autonomous and manual operation of a vehicle ,"Deere & Company, Irobot Corp.","William Robert Norris, James Allard, Mikhail O. Filippov, Robert Dale Haun, Christopher David Glenn Turner, Seth Gilbertson, Andrew Julian Norby",2005-10-21,2006-10-20,2022-01-27,2022-01-27,https://patents.google.com/patent/DE112006002892B4/en,https://patentimages.storage.googleapis.com/ff/21/8c/16a604f53d0439/DE112006002892B4_0001.png
US-11348182-B1,Autonomous vehicle operation feature monitoring and evaluation of effectiveness ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Gregory Hayward, Scott Farris, Scott T. Christensen",2014-05-20,2019-09-24,2022-05-31,2022-05-31,https://patents.google.com/patent/US11348182B1/en,https://patentimages.storage.googleapis.com/e8/c1/7c/a27fbaba469ea9/US11348182-20220531-D00000.png
US-11238538-B1,Accident risk model determination using autonomous vehicle operating data ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2019-11-07,2022-02-01,2022-02-01,https://patents.google.com/patent/US11238538B1/en,https://patentimages.storage.googleapis.com/13/8b/35/225f9a6508feb2/US11238538-20220201-D00000.png
US-11288751-B1,Autonomous vehicle operation feature monitoring and evaluation of effectiveness ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2019-11-15,2022-03-29,2022-03-29,https://patents.google.com/patent/US11288751B1/en,https://patentimages.storage.googleapis.com/5a/2e/c0/4efd01ec06e144/US11288751-20220329-D00000.png
US-2022180448-A1,Autonomous vehicle operation feature monitoring and evaluation of effectiveness ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2022-02-24,2022-06-09,,https://patents.google.com/patent/US20220180448A1/en,https://patentimages.storage.googleapis.com/4b/ad/19/3756c896d35509/US20220180448A1-20220609-D00000.png
JP-2022046646-A,Simulation system and method for autonomous vehicle ,"ズークス インコーポレイテッド, Zoox Inc","ソル レヴィンソン ジェシー, Sol Levinson Jesse, サーストン シブリー ガブリエル, Thurston Sibley Gabriel, ガジャーネン レゲ アシュトシュ, Gajanan Rege Ashutosh",2015-11-04,2021-12-24,2022-03-23,,https://patents.google.com/patent/JP2022046646A/en,https://patentimages.storage.googleapis.com/5c/06/b2/e6137bd25f7c54/2022046646000002.png
CN-107792057-B,Licensing for partially autonomous vehicle operation ,福特全球技术公司,"莎拉·阿瓦德·亚科, 勒瓦瑟·特里斯",2016-09-01,2017-08-30,2022-11-01,2022-11-01,https://patents.google.com/patent/CN107792057B/en,https://patentimages.storage.googleapis.com/90/0e/25/765ecf96804564/HDA0001393310040000011.png
US-2022381568-A1,Central operations center for autonomous vehicle enhancement system ,"Arnold Chase, William Chase","Arnold Chase, William Chase",2017-05-08,2022-07-29,2022-12-01,,https://patents.google.com/patent/US20220381568A1/en,https://patentimages.storage.googleapis.com/ff/fd/2e/8c4c20530c1f31/US20220381568A1-20221201-D00000.png
DE-102017204039-B4,AUTONOMOUS DRIVING CONTROL SYSTEM FOR A VEHICLE ,Toyota Jidosha Kabushiki Kaisha,"Sho Otaki, Toshiki Kindo, Yasuo Sakaguchi, Ryuji Funayama, Ayako SHIMIZU",2016-03-11,2017-03-10,2022-04-28,2022-04-28,https://patents.google.com/patent/DE102017204039B4/en,https://patentimages.storage.googleapis.com/ba/b4/a0/edf3e2a0c5b15c/DE102017204039B4_0001.png
US-2022404830-A1,Applications And Skills For An Autonomous Unmanned Aerial Vehicle ,"Skydio, Inc.","Roshan Neel Jobanputra, Jeffrey Robert DeCew, Matthew Joseph Donahoe, Mark Edward Rubin, Adam Parker Bry, Abraham Galton Bachrach, Jack Louis Zhu, Kristen Marie Holtz",2018-09-04,2022-04-18,2022-12-22,,https://patents.google.com/patent/US20220404830A1/en,https://patentimages.storage.googleapis.com/9e/20/b0/4a803ec6bce4cb/US20220404830A1-20221222-D00000.png
US-2022126820-A1,Autonomous vehicle control assessment and selection ,State Farm Mutual Automobile Insurance Company,"Brian Mark Fields, Chien Che Huang, Mohamed A. Wazeer, Shawn C. Bennett, Steven C. Cielocha, Ronny S. Bryant, Stephen Kohaus, Terry Quakenbush, Richard A. Novak, Aaron Scott Chan, Craig M. Main, Weixin Wu, Torri Wollenschlager, Carol Marie Csanda, Stacey Gorsuch, Todd Binion",2014-11-13,2022-01-10,2022-04-28,,https://patents.google.com/patent/US20220126820A1/en,https://patentimages.storage.googleapis.com/ec/b3/59/7fa126c67a8499/US20220126820A1-20220428-D00000.png
US-11307584-B2,Applications and skills for an autonomous unmanned aerial vehicle ,"Skydio, Inc.","Roshan Neel Jobanputra, Jeffrey Robert DeCew, Matthew Joseph Donahoe, Mark Edward Rubin, Adam Parker Bry, Abraham Galton Bachrach, Jack Louis Zhu, Kristen Marie Holtz",2018-09-04,2019-09-03,2022-04-19,2022-04-19,https://patents.google.com/patent/US11307584B2/en,https://patentimages.storage.googleapis.com/91/0e/1e/5d4f2356f65607/US11307584-20220419-D00000.png
CN-108292474-B,Coordination of a fleet of dispatching and maintaining autonomous vehicles ,祖克斯有限公司,"T·D·肯特力-克雷, R·Y·加马拉",2015-11-04,2016-11-02,2022-09-06,2022-09-06,https://patents.google.com/patent/CN108292474B/en,https://patentimages.storage.googleapis.com/85/b4/de/46cd7edb362247/HDA0001650253650000011.png
US-11299112-B2,"Autonomous driving system, autonomous driving control method, data ECU, and autonomous driving ECU ","Hitachi Astemo, Ltd.","Mitsuhiro Kitani, Hidetoshi Teraoka, Kohei Sakurai, Kenichi Osada, Mikio Kataoka",2015-10-16,2016-09-07,2022-04-12,2022-04-12,https://patents.google.com/patent/US11299112B2/en,https://patentimages.storage.googleapis.com/69/88/f4/ef3ddef233b747/US11299112-20220412-D00000.png
US-2022153264-A1,Operational Risk Assessment for Autonomous Vehicle Control ,"Retrospect Technology, LLC","Michael Woon, Michael Glenn Diaz",2019-04-30,2022-01-28,2022-05-19,,https://patents.google.com/patent/US20220153264A1/en,https://patentimages.storage.googleapis.com/01/40/5c/d64437b3fd24e2/US20220153264A1-20220519-D00000.png
US-11247670-B1,Autonomous vehicle control assessment and selection ,State Farm Mutual Automobile Insurance Company,"Brian Mark Fields, Chien Che Huang, Mohamed A. Wazeer, Shawn C. Bennett, Steven C. Cielocha, Ronny S. Bryant, Stephen Kohaus, Terry Quakenbush, Richard A. Novak, Aaron Scott Chan, Craig M. Main, Weixin Wu, Torri Wollenschlager, Carol Marie Csanda, Stacey Gorsuch, Todd Binion",2014-11-13,2019-05-21,2022-02-15,2022-02-15,https://patents.google.com/patent/US11247670B1/en,https://patentimages.storage.googleapis.com/42/fe/bf/c5507aed9a027c/US11247670-20220215-D00000.png
CN-110850865-B,Remote operation of autonomous vehicles ,动态Ad有限责任公司,"A·阿拉劳, 张洵铣, S-Y·刘",2018-08-02,2019-08-01,2022-08-16,2022-08-16,https://patents.google.com/patent/CN110850865B/en,https://patentimages.storage.googleapis.com/ca/fd/ee/725b5a92ac9cf1/HDA0002152283530000011.png
US-11269325-B2,System and methods to enable user control of an autonomous vehicle ,"Uber Technologies, Inc.",Scott C. Poeppel,2017-06-07,2019-08-19,2022-03-08,2022-03-08,https://patents.google.com/patent/US11269325B2/en,https://patentimages.storage.googleapis.com/0a/d9/84/2933aeb5bc0706/US11269325-20220308-D00000.png
US-11235761-B2,Operational risk assessment for autonomous vehicle control ,"Retrospect Technology, LLC","Michael Woon, Michael Glenn Diaz",2019-04-30,2019-05-06,2022-02-01,2022-02-01,https://patents.google.com/patent/US11235761B2/en,https://patentimages.storage.googleapis.com/cc/e0/a0/f07c2983806a2a/US11235761-20220201-D00000.png
US-11521271-B2,Autonomous vehicle control systems with collision detection and response capabilities ,Allstate Insurance Company,"Mark V. Slusar, Timothy W. Gibson, Caleb Brian Slaughter Gore, Colton J. Reif",2017-02-06,2017-02-06,2022-12-06,2022-12-06,https://patents.google.com/patent/US11521271B2/en,https://patentimages.storage.googleapis.com/af/61/3f/8f79360da397ac/US11521271-20221206-D00000.png
US-2022284808-A1,Intelligent right of way determination for autonomous vehicles ,Gm Cruise Holdings Llc,Kyle John Morris,2018-12-13,2022-05-23,2022-09-08,,https://patents.google.com/patent/US20220284808A1/en,https://patentimages.storage.googleapis.com/86/a3/db/86bb4e469bb653/US20220284808A1-20220908-D00000.png
US-11354468-B2,Generating autonomous vehicle simulation data from logged data ,"Aurora Operations, Inc.","John Michael Wyrwas, Jessica Elizabeth Smith, Simon Box",2020-03-11,2021-09-23,2022-06-07,2022-06-07,https://patents.google.com/patent/US11354468B2/en,https://patentimages.storage.googleapis.com/44/e4/fb/1e32490fc17b6f/US11354468-20220607-D00000.png
US-11396302-B2,Autonomous vehicle safety platform system and method ,"May Mobility, Inc.","Jason Ye, John Cavicchio, Andres Tamez, Jacob LUCERO, Justin Tesmer, Anush Gandra, Yaxin Luan",2020-12-14,2021-12-14,2022-07-26,2022-07-26,https://patents.google.com/patent/US11396302B2/en,https://patentimages.storage.googleapis.com/cb/fb/06/053100d5919d97/US11396302-20220726-D00000.png
KR-102457914-B1,"Method for combating stop-and-go wave problem using deep reinforcement learning based autonomous vehicles, recording medium and device for performing the method ",숭실대학교산학협력단,"권민혜, 이동수",2021-04-21,2021-07-13,2022-10-24,2022-10-24,https://patents.google.com/patent/KR102457914B1/en,https://patentimages.storage.googleapis.com/d6/fb/f7/3fe23e98dd2e4d/112021080767375-pat00191.png
US-11513516-B2,Remote monitoring system and an autonomous running vehicle and remote monitoring method ,Toyota Jidosha Kabushiki Kaisha,"Koji Taguchi, Makoto Morita",2017-11-07,2018-11-05,2022-11-29,2022-11-29,https://patents.google.com/patent/US11513516B2/en,https://patentimages.storage.googleapis.com/4c/ee/21/4b8f26efea974f/US11513516-20221129-D00000.png
US-11242054-B2,Autonomous vehicle interactive decision making ,"Honda Motor Co., Ltd.",David Francis Isele,2019-06-12,2019-06-12,2022-02-08,2022-02-08,https://patents.google.com/patent/US11242054B2/en,https://patentimages.storage.googleapis.com/d3/35/de/497190c0709b4e/US11242054-20220208-D00000.png
US-11402224-B2,Central operations center for autonomous vehicle enhancement system ,"Arnold Chase, William Chase","Arnold Chase, William Chase",2017-05-08,2018-05-08,2022-08-02,2022-08-02,https://patents.google.com/patent/US11402224B2/en,https://patentimages.storage.googleapis.com/fd/73/b6/1a0da91a7b10ee/US11402224-20220802-D00000.png
KR-102374838-B1,Mobile device for autonomous vehicle enhancement system ,"아놀드 체이스, 윌리엄 체이스","아놀드 체이스, 윌리엄 체이스",2017-05-08,2018-05-08,2022-03-15,2022-03-15,https://patents.google.com/patent/KR102374838B1/en,https://patentimages.storage.googleapis.com/9f/03/e2/944e16b50fd29d/112021102261717-pat00001.png
JP-2022119791-A,A system that configures activated lighting for directional autonomous vehicles ,"ズークス インコーポレイテッド, Zoox Inc","デイビッド ケントリー－クレイ ティモシー, David Kentley-Klay Timothy, ユーセフ ガマラ ラシャド, Youssef Gamara Rachad",2015-11-04,2022-05-06,2022-08-17,,https://patents.google.com/patent/JP2022119791A/en,https://patentimages.storage.googleapis.com/16/b3/fe/b93fa54ca77347/2022119791000002.png
US-11345277-B2,Autonomous vehicle intent signaling ,GM Global Technology Operations LLC,"Eric LUJAN, Shiva Ghose, Elliot Branson, Peter Ming Gao, Zhichang Yan, Zhizhong Yan",2018-10-16,2018-10-16,2022-05-31,2022-05-31,https://patents.google.com/patent/US11345277B2/en,https://patentimages.storage.googleapis.com/69/9a/cc/55621ffac04e22/US11345277-20220531-D00000.png
US-11511774-B2,Method and apparatus for controlling autonomous driving vehicle ,"Apollo Intelligent Driving Technology (Beijing) Co., Ltd.","Yue Wang, Zelin Wu, Jingjing Xue, Yingnan Liu, Wenlong Rao, Zijie Wang, Wei Gong",2018-11-19,2020-09-17,2022-11-29,2022-11-29,https://patents.google.com/patent/US11511774B2/en,https://patentimages.storage.googleapis.com/b6/d0/3a/c9d8c12902c9fd/US11511774-20221129-D00000.png
US-11500377-B1,Autonomous vehicle control assessment and selection ,State Farm Mutual Automobile Insurance Company,"Brian Mark Fields, Chien Che Huang, Mohamed A. Wazeer, Shawn C. Bennett, Steven Cielocha, Ronny S. Bryant, Stephen Kohaus, Terry Quakenbush, Richard A. Novak, Aaron Scott Chan, Craig M. Main, Weixin Wu, Torri Wollenschlager, Carol Marie Csanda, Stacey Gorsuch, Todd Binion",2014-11-13,2020-01-23,2022-11-15,2022-11-15,https://patents.google.com/patent/US11500377B1/en,https://patentimages.storage.googleapis.com/1c/28/b6/4bbd2c2e552d3c/US11500377-20221115-D00000.png
US-11447144-B2,"Methods for updating autonomous driving system, autonomous driving systems, and on-board apparatuses ",Uisee Technologies (Beijing) Ltd.,"Gansha Wu, Xin Zhou, Yuxin Zhang",2019-03-19,2019-05-28,2022-09-20,2022-09-20,https://patents.google.com/patent/US11447144B2/en,https://patentimages.storage.googleapis.com/8f/77/0b/25ce3473f19067/US11447144-20220920-D00000.png
DE-102011121746-B4,Method of navigating an autonomous vehicle using a graphical projection display ,"GM Global Technology Operations, LLC (n.d. Ges. d. Staates Delaware)","Omer Tsimhoni, Joseph F. Szczerba, Thomas A. Seder, Dehua Cui",2010-12-29,2011-12-20,2022-09-15,2022-09-15,https://patents.google.com/patent/DE102011121746B4/en,https://patentimages.storage.googleapis.com/75/4d/d4/c85f30ffc44477/DE102011121746B4_0001.png
US-11378973-B2,Celestial navigation system for an autonomous vehicle ,Irobot Corporation,Mark J. Chiappetta,2004-07-07,2021-07-08,2022-07-05,2022-07-05,https://patents.google.com/patent/US11378973B2/en,https://patentimages.storage.googleapis.com/a9/12/7a/470466b9f495fc/US11378973-20220705-D00000.png
US-11307579-B2,Fault-tolerant control of an autonomous vehicle with multiple control lanes ,"Uatc, Llc","Aaron L. Greenfield, Diana Yanakiev, Frederic Tschanz, Charles J. Tytler",2017-09-14,2021-05-17,2022-04-19,2022-04-19,https://patents.google.com/patent/US11307579B2/en,https://patentimages.storage.googleapis.com/db/63/c4/2e0c5a40fbbf6d/US11307579-20220419-D00000.png
US-11390300-B2,Method for using lateral motion to optimize trajectories for autonomous vehicles ,"Uatc, Llc","Michael Lee Phillips, David McAllister Bradley, Utku Eren, Chenggang Liu, Daoyuan Jia, Eric Michael Perko, Samuel Philip Marden, Kalin Vasilev Gochev, Moslem Kazemi",2019-10-18,2020-09-08,2022-07-19,2022-07-19,https://patents.google.com/patent/US11390300B2/en,https://patentimages.storage.googleapis.com/88/6b/9a/3248581cf82dce/US11390300-20220719-D00000.png
KR-102406507-B1,"Apparatus for controlling autonomous vehicle based on deep learning, system having the same and method thereof ",현대자동차주식회사,유병용,2017-03-27,2017-03-27,2022-06-10,2022-06-10,https://patents.google.com/patent/KR102406507B1/en,https://patentimages.storage.googleapis.com/ca/1c/4a/36617766712cd0/112017029874912-pat00002.png
US-11427212-B2,Autonomous driving control system for vehicle ,Denso Corporation,"Mitsuharu HIGASHITANI, Noriaki Ikemoto, Tomomi Hase",2017-04-19,2019-09-24,2022-08-30,2022-08-30,https://patents.google.com/patent/US11427212B2/en,https://patentimages.storage.googleapis.com/35/58/4c/a060434b8c52d4/US11427212-20220830-D00000.png
US-11492783-B2,Shovel and autonomous aerial vehicle flying around shovel ,"Sumitomo(S.H.I) Construction Machinery Co., Ltd.","Takashi Nishi, Sou SAKUTA, Takaaki Morimoto, Takeya IZUMIKAWA",2016-01-29,2020-08-11,2022-11-08,2022-11-08,https://patents.google.com/patent/US11492783B2/en,https://patentimages.storage.googleapis.com/b0/e9/30/7653b2ab261a25/US11492783-20221108-D00000.png
AU-2020204368-B2,Autonomous ready vehicle ,Polaris Industries Inc.,"Kevin P. Blair, David J. Koenig, Amber P. Malone, Cole A. Sytsma, Patrick D. Weldon",2014-12-15,2020-06-30,2022-01-27,2022-01-27,https://patents.google.com/patent/AU2020204368B2/en,
US-11231723-B2,Method for handling brake failure of autonomous vehicle and device and system therefor ,"Hyundai Motor Company, Kia Motors Corporation",Jong Ho Lee,2019-12-13,2020-03-31,2022-01-25,2022-01-25,https://patents.google.com/patent/US11231723B2/en,https://patentimages.storage.googleapis.com/e9/05/1f/85b2c79fbfd1ba/US11231723-20220125-D00000.png
US-11358601-B2,"Training machine learning model based on training instances with: training instance input based on autonomous vehicle sensor data, and training instance output based on additional vehicle sensor data ","Aurora Operations, Inc.","Warren Smith, Ethan Eade, Sterling J. Anderson, James Andrew Bagnell, Bartholomeus C. Nabbe, Christopher Paul Urmson",2018-04-11,2020-05-07,2022-06-14,2022-06-14,https://patents.google.com/patent/US11358601B2/en,https://patentimages.storage.googleapis.com/30/81/17/8428fdd78630af/US11358601-20220614-D00000.png
US-11400914-B2,Autonomous ready vehicle ,Polaris Industries Inc.,"Amber P. Malone, David J. Koenig, Kevin P. Blair, Patrick D. Weldon, Cole A. Sytsma",2014-12-15,2020-04-22,2022-08-02,2022-08-02,https://patents.google.com/patent/US11400914B2/en,https://patentimages.storage.googleapis.com/06/76/8e/6abfeb18ba2bb3/US11400914-20220802-D00000.png
US-11347244-B2,Image space motion planning of an autonomous vehicle ,"Skydio, Inc.","Ryan David Kennedy, Peter Benjamin Henry, Hayk Martirosyan, Jack Louis Zhu, Abraham Galton Bachrach, Adam Parker Bry",2017-08-08,2020-02-12,2022-05-31,2022-05-31,https://patents.google.com/patent/US11347244B2/en,https://patentimages.storage.googleapis.com/e3/28/3c/7c4792c89b64a7/US11347244-20220531-D00000.png
US-11305647-B2,Foldable brake pedal apparatus for autonomous vehicles ,"Hyundai Motor Company, Kia Motors Corporation, Kyung Chang Industrial Co., Ltd.","Eun Sik Kim, Hyeon Uk KIM, Ji Soo Kim",2020-08-12,2021-01-13,2022-04-19,2022-04-19,https://patents.google.com/patent/US11305647B2/en,https://patentimages.storage.googleapis.com/41/6f/7b/c2e86f91a733ab/US11305647-20220419-D00000.png
US-11427213-B2,"Method for operating an autonomous vehicle, and autonomous vehicle ",Robert Bosch Gmbh,Marlon Ramon Ewert,2018-07-19,2019-06-08,2022-08-30,2022-08-30,https://patents.google.com/patent/US11427213B2/en,https://patentimages.storage.googleapis.com/25/d8/ee/64fb6dd3d51618/US11427213-20220830-D00000.png
US-11288963-B2,Autonomous vehicles featuring vehicle intention system ,"Uatc, Llc","Moslem Kazemi, Nicholas Fermin Andrey Sterner, Eric Michael Perko",2017-08-31,2020-04-17,2022-03-29,2022-03-29,https://patents.google.com/patent/US11288963B2/en,https://patentimages.storage.googleapis.com/9e/55/c1/e2f17d6b9fdedd/US11288963-20220329-D00000.png
US-11235929-B1,Delivering hems using autonomous vehicles ,"Amazon Technologies, Inc.","Tye Michael Brady, Darren Ernest Canavor, Ethan Zane Evans, Pragyana K. Mishra, Hilliard Bruce Siegel",2016-12-23,2020-01-08,2022-02-01,2022-02-01,https://patents.google.com/patent/US11235929B1/en,https://patentimages.storage.googleapis.com/20/ed/df/c36e9e7f6fd911/US11235929-20220201-D00000.png
US-11325606-B2,Methods and systems for establishing cooperative driving engagements with vehicles having varying levels of autonomy ,Qualcomm Incorporated,"John Anthony Dougherty, Jordan Scott Burklund, Kristen Wagner Cerase, Stephen Marc Chaves, Ross Eric Kessler, Paul Daniel MARTIN, Daniel Warren Mellinger, III, Michael Joshua Shomin",2019-01-02,2019-12-26,2022-05-10,2022-05-10,https://patents.google.com/patent/US11325606B2/en,https://patentimages.storage.googleapis.com/4d/31/77/36dd12bd0b3234/US11325606-20220510-D00000.png
US-2022340148-A1,Method for estimating an accident risk of an autonomous vehicle ,Walter Steven Rosenbaum,Walter Steven Rosenbaum,2018-04-10,2022-07-01,2022-10-27,,https://patents.google.com/patent/US20220340148A1/en,https://patentimages.storage.googleapis.com/17/3c/bb/137a9e992ebf72/US20220340148A1-20221027-D00000.png
DE-102014013672-B4,Method and system for securing autonomous or semi-autonomous operation of vehicles on a traffic route network ,Mercedes-Benz Group AG,Axel Blumenstock,2014-09-16,2014-09-16,2022-08-11,2022-08-11,https://patents.google.com/patent/DE102014013672B4/en,https://patentimages.storage.googleapis.com/b1/37/4d/5c79ffd3a980da/DE102014013672B4_0001.png
US-2022187829-A1,"An autonomous working system, an autonomous vehicle and a turning method thereof ","Positec Power Tools (Suzhou) Co., Ltd",Gianni Borinato,2011-04-28,2022-03-03,2022-06-16,,https://patents.google.com/patent/US20220187829A1/en,https://patentimages.storage.googleapis.com/e1/63/39/4293f88cbe550b/US20220187829A1-20220616-D00000.png
US-11281218-B1,Generating and transmitting parking instructions for autonomous and non-autonomous vehicles ,Allstate Insurance Company,"Howard Hayes, Regina Madigan, Surender Kumar, Mark V. Slusar",2016-08-18,2019-10-09,2022-03-22,2022-03-22,https://patents.google.com/patent/US11281218B1/en,https://patentimages.storage.googleapis.com/80/a5/8f/c8bf7d56df9c21/US11281218-20220322-D00000.png
US-2022406181-A1,Power and Thermal Management Systems and Methods for Autonomous Vehicles ,"Uatc, Llc","David Patrick Rice, Scott Klaus Boehmke",2017-09-08,2022-08-23,2022-12-22,,https://patents.google.com/patent/US20220406181A1/en,https://patentimages.storage.googleapis.com/ed/ae/c0/c541bb3c4eb283/US20220406181A1-20221222-D00000.png
US-11332107-B2,System and method for operating redundancy braking in case of breakdown of main brake for autonomous vehicle ,"Hyundai Motor Company, Kia Motors Coporation",In-Su Kim,2019-07-11,2019-10-10,2022-05-17,2022-05-17,https://patents.google.com/patent/US11332107B2/en,https://patentimages.storage.googleapis.com/62/77/1d/e58cb5a501885b/US11332107-20220517-D00000.png
US-2022144305-A1,Method and system for localization of an autonomous vehicle in real-time ,"Yuan Ren, Bingbing Liu","Yuan Ren, Bingbing Liu",2019-10-16,2022-01-25,2022-05-12,,https://patents.google.com/patent/US20220144305A1/en,https://patentimages.storage.googleapis.com/6e/45/ee/3349d13276f1f3/US20220144305A1-20220512-D00000.png
US-2022134969-A1,Automatically Adjustable Partition Wall for an Autonomous Vehicle ,"Uatc, Llc","Min Kyu Park, Christopher Matthew D'Eramo, Neil Stegall",2018-08-08,2022-01-18,2022-05-05,,https://patents.google.com/patent/US20220134969A1/en,https://patentimages.storage.googleapis.com/ba/36/4b/ce4e0380f9a338/US20220134969A1-20220505-D00000.png
US-11283877-B2,Software application and logic to modify configuration of an autonomous vehicle ,"Zoox, Inc.","Timothy David Kentley-Klay, Rachad Youssef Gamara",2015-11-04,2019-06-24,2022-03-22,2022-03-22,https://patents.google.com/patent/US11283877B2/en,https://patentimages.storage.googleapis.com/5a/2e/87/33e2b68e33c4bc/US11283877-20220322-D00000.png
US-2022366783-A1,Autonomous vehicle control system with traffic control center/traffic control unit (tcc/tcu) and roadside unit (rsu) network ,Cavh Llc,"Bin Ran, Yang Cheng, Tianyi Chen, Shen Li, Jing Jin, Xiaoxuan Chen, Fan Ding, Zhen Zhang",2017-05-17,2022-07-26,2022-11-17,,https://patents.google.com/patent/US20220366783A1/en,https://patentimages.storage.googleapis.com/26/78/55/065fa10529be3f/US20220366783A1-20221117-D00000.png
US-2022406175-A1,Autonomous vehicle and center control system ,Cavh Llc,"Bin Ran, Yang Cheng, Tianyi Chen, Shen Li, Jing Jin, Xiaoxuan Chen, Fan Ding, Zhen Zhang",2017-05-17,2022-07-26,2022-12-22,,https://patents.google.com/patent/US20220406175A1/en,https://patentimages.storage.googleapis.com/a6/b8/78/72baa5837ead84/US20220406175A1-20221222-D00000.png
