search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20161231&after=publication:20160101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9495874-B1,Automated system and method for modeling the behavior of vehicles and other agents ,Google Inc.,"Jiajun Zhu, David I. Ferguson, Dmitri A. Dolgov",2012-04-13,2012-04-13,2016-11-15,2016-11-15,https://patents.google.com/patent/US9495874B1/en,https://patentimages.storage.googleapis.com/02/12/b9/95174f7c60fbc4/US09495874-20161115-D00000.png
US-9308891-B2,Limitations on the use of an autonomous vehicle ,International Business Machines Corporation,"Gary D. Cudak, Christopher J. Hardee, Adrian X. Rodriguez",2014-02-14,2014-02-17,2016-04-12,2016-04-12,https://patents.google.com/patent/US9308891B2/en,https://patentimages.storage.googleapis.com/04/d0/45/76560c4e5f3225/US09308891-20160412-D00000.png
US-9451020-B2,Distributed communication of independent autonomous vehicles to provide redundancy and performance ,"Legalforce, Inc.","Dongxia Liu, Hairong Lei, Raj Abhyanker",2014-07-18,2014-07-18,2016-09-20,2016-09-20,https://patents.google.com/patent/US9451020B2/en,https://patentimages.storage.googleapis.com/15/48/7f/dd6a488cbb4dc1/US09451020-20160920-D00000.png
US-9523984-B1,Methods and systems for determining instructions for pulling over an autonomous vehicle ,Google Inc.,"Joshua Seth Herbach, Nathaniel Fairfield",2013-07-12,2013-07-12,2016-12-20,2016-12-20,https://patents.google.com/patent/US9523984B1/en,https://patentimages.storage.googleapis.com/b1/be/89/ec830ddb065102/US09523984-20161220-D00000.png
US-9400187-B2,"Autonomous driving vehicle, autonomous driving management apparatus, and method of controlling the same ","Hyundai Mobis Co., Ltd.",Joo Yeob LEE,2014-11-10,2015-07-10,2016-07-26,2016-07-26,https://patents.google.com/patent/US9400187B2/en,https://patentimages.storage.googleapis.com/63/c0/ae/d9b94f11369d19/US09400187-20160726-D00000.png
US-9346400-B2,Affective user interface in an autonomous vehicle ,"Ford Global Technologies, Llc","Christopher Attard, Shane Elwart, Jeff Allen Greenberg, Rajit Johri, Devinder Singh Kochhar, Doug Scott Rhode, John Shutko, Hongtei Eric Tseng",2013-12-20,2013-12-20,2016-05-24,2016-05-24,https://patents.google.com/patent/US9346400B2/en,https://patentimages.storage.googleapis.com/69/a0/1e/ff50cba48c76d4/US09346400-20160524-D00000.png
US-9404761-B2,Autonomous vehicle lane routing and navigation ,"Nissan North America, Inc.",Nicolas Meuleau,2014-05-30,2014-05-30,2016-08-02,2016-08-02,https://patents.google.com/patent/US9404761B2/en,https://patentimages.storage.googleapis.com/27/41/c0/91854b5d656af0/US09404761-20160802-D00000.png
US-9381918-B1,Modifying speed of an autonomous vehicle based on traffic conditions ,Google Inc.,"David Ian Franklin Ferguson, Dmitri A. Dolgov",2012-09-24,2014-08-07,2016-07-05,2016-07-05,https://patents.google.com/patent/US9381918B1/en,https://patentimages.storage.googleapis.com/d3/94/69/0c62527c3a7589/US09381918-20160705-D00000.png
KR-101610544-B1,System and method for autonomous driving of vehicle ,현대자동차주식회사,"유수정, 윤지현, 신민용, 김회원",2014-11-21,2014-11-21,2016-04-07,2016-04-07,https://patents.google.com/patent/KR101610544B1/en,https://patentimages.storage.googleapis.com/77/2f/03/6a5c75c7606584/112014112697847-pat00005.png
US-9235211-B2,Method and arrangement for handover warning in a vehicle having autonomous driving capabilities ,Volvo Car Corporation,"Staffan Davidsson, Sicheng Chen",2013-09-12,2014-09-05,2016-01-12,2016-01-12,https://patents.google.com/patent/US9235211B2/en,https://patentimages.storage.googleapis.com/39/bf/eb/ba14d4841fc5df/US09235211-20160112-D00000.png
US-9519880-B1,Wireless visualization interface for autonomous ground vehicle signal coverage ,"Amazon Technologies, Inc.",Jonathan Cohn,2014-09-25,2016-01-28,2016-12-13,2016-12-13,https://patents.google.com/patent/US9519880B1/en,https://patentimages.storage.googleapis.com/da/7f/66/eada6d1698aa7d/US09519880-20161213-D00000.png
US-9493157-B2,Autonomous vehicle operation in obstructed occupant view and sensor detection environments ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2015-01-29,2015-01-29,2016-11-15,2016-11-15,https://patents.google.com/patent/US9493157B2/en,https://patentimages.storage.googleapis.com/36/fc/36/913e8dc6c7e581/US09493157-20161115-D00000.png
US-9528838-B2,Autonomous vehicle detection of and response to intersection priority ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Bunyo Okumura,2014-12-09,2014-12-09,2016-12-27,2016-12-27,https://patents.google.com/patent/US9528838B2/en,https://patentimages.storage.googleapis.com/40/24/77/00da10c8ff32de/US09528838-20161227-D00000.png
US-9260244-B1,Wireless visualization interface for autonomous ground vehicle signal coverage ,"Amazon Technologies, Inc.",Jonathan Cohn,2014-09-25,2014-09-25,2016-02-16,2016-02-16,https://patents.google.com/patent/US9260244B1/en,https://patentimages.storage.googleapis.com/50/95/2f/9b36df628c36a8/US09260244-20160216-D00001.png
US-9365213-B2,Mode transition for an autonomous vehicle ,Here Global B.V.,"Leon Oliver Stenneth, Vladimir Boroditsky",2014-04-30,2014-04-30,2016-06-14,2016-06-14,https://patents.google.com/patent/US9365213B2/en,https://patentimages.storage.googleapis.com/98/95/28/1794d84d374639/US09365213-20160614-D00000.png
US-9272708-B2,Autonomous vehicle entertainment system ,"Ford Global Technologies, Llc","Mark A. Cuddihy, Manoharprasad K. Rao",2013-09-30,2013-09-30,2016-03-01,2016-03-01,https://patents.google.com/patent/US9272708B2/en,https://patentimages.storage.googleapis.com/fd/00/8f/d1dd7e890ab4ce/US09272708-20160301-D00000.png
US-9454154-B1,Incident light sensor on autonomous vehicle ,"Amazon Technologies, Inc.",Stephen Thomas Safarik,2016-03-07,2016-03-07,2016-09-27,2016-09-27,https://patents.google.com/patent/US9454154B1/en,https://patentimages.storage.googleapis.com/9a/01/4b/5ac7157c549ebd/US09454154-20160927-D00000.png
US-9507346-B1,Teleoperation system and method for trajectory modification of autonomous vehicles ,"Zoox, Inc.","Jesse Sol Levinson, Timothy David Kentley, Gabriel Thurston Sibley, Rachad Youssef Gamara, Ashutosh Gajanan Rege, Gary Linscott",2015-11-04,2015-11-04,2016-11-29,2016-11-29,https://patents.google.com/patent/US9507346B1/en,https://patentimages.storage.googleapis.com/9a/a6/f7/640d76d6fe0f01/US09507346-20161129-D00000.png
US-9278689-B1,Autonomous vehicle detection of and response to emergency vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Michael J. Delp,2014-11-13,2014-11-13,2016-03-08,2016-03-08,https://patents.google.com/patent/US9278689B1/en,https://patentimages.storage.googleapis.com/2c/1d/7a/ce81babcbf4dfa/US09278689-20160308-D00000.png
US-9429953-B1,Autonomously landing an unmanned aerial vehicle ,"Skycatch, Inc.","Samuel Giles Miller, Christian Sanz, Behrooze Sirang, Jonathan Shyaun Noorani",2015-08-25,2015-08-25,2016-08-30,2016-08-30,https://patents.google.com/patent/US9429953B1/en,https://patentimages.storage.googleapis.com/7d/ea/e7/84884330b12fdb/US09429953-20160830-D00000.png
US-9361409-B2,Automatic driver modeling for integration of human-controlled vehicles into an autonomous vehicle network ,International Business Machines Corporation,"James R. Kozloski, Timothy M. Lynar, Cristian VECCHIOLA",2013-01-10,2013-01-10,2016-06-07,2016-06-07,https://patents.google.com/patent/US9361409B2/en,https://patentimages.storage.googleapis.com/fb/6d/5c/961b26931ed3d9/US09361409-20160607-D00000.png
US-9529363-B2,Celestial navigation system for an autonomous vehicle ,Irobot Corporation,Mark J. Chiappetta,2004-07-07,2015-12-11,2016-12-27,2016-12-27,https://patents.google.com/patent/US9529363B2/en,https://patentimages.storage.googleapis.com/7b/72/e4/cc2ee42843f8e2/US09529363-20161227-D00000.png
US-9387854-B1,Use of environmental information to aid image processing for autonomous vehicles ,Google Inc.,"David I. Ferguson, Wan-Yen Lo",2013-06-24,2015-08-19,2016-07-12,2016-07-12,https://patents.google.com/patent/US9387854B1/en,https://patentimages.storage.googleapis.com/5c/f8/73/a125fd6ee0392b/US09387854-20160712-D00000.png
US-9317033-B2,Control of the autonomous mode of bimodal vehicles ,Renault S.A.S.,"Javier Ibanez-Guzman, Nicoleta Minoiu-Enache, Hugo Guillermo Chale Gongora, Jean Lesaing, Francois Chauveau",2011-12-16,2012-12-06,2016-04-19,2016-04-19,https://patents.google.com/patent/US9317033B2/en,https://patentimages.storage.googleapis.com/04/5d/ea/0d894f93b91238/US09317033-20160419-D00000.png
US-9488984-B1,"Method, device and system for navigation of an autonomous supply chain node vehicle in a storage center using virtual image-code tape ","Jeff Williams, Ravi Bhaskaran, Charlie Martin","Jeff Williams, Ravi Bhaskaran, Charlie Martin",2016-03-17,2016-03-17,2016-11-08,2016-11-08,https://patents.google.com/patent/US9488984B1/en,https://patentimages.storage.googleapis.com/3a/54/09/1b971e5f3b90fc/US09488984-20161108-D00000.png
US-9274525-B1,Detecting sensor degradation by actively controlling an autonomous vehicle ,Google Inc.,"David I. Ferguson, Jiajun Zhu",2012-09-28,2012-09-28,2016-03-01,2016-03-01,https://patents.google.com/patent/US9274525B1/en,https://patentimages.storage.googleapis.com/f5/d1/39/d955999c7ab018/US09274525-20160301-D00000.png
US-9342074-B2,Systems and methods for transitioning control of an autonomous vehicle to a driver ,Google Inc.,"Dmitri Dolgov, Andrew Schultz, Daniel Trawick Egnor, Christopher Urmson",2013-04-05,2013-04-05,2016-05-17,2016-05-17,https://patents.google.com/patent/US9342074B2/en,https://patentimages.storage.googleapis.com/23/d1/9a/38abe1c3bc6e0b/US09342074-20160517-D00000.png
US-9475496-B2,Modified autonomous vehicle settings ,"Ford Global Technologies, Llc","Christopher Attard, Shane Elwart, Jeff Allen Greenberg, Rajit Johri, Devinder Singh Kochhar, Douglas Scott Rhode, John Shutko, Eric Hongtei Tseng",2013-11-22,2013-11-22,2016-10-25,2016-10-25,https://patents.google.com/patent/US9475496B2/en,https://patentimages.storage.googleapis.com/f9/6c/ad/4efa151ca498e5/US09475496-20161025-D00000.png
US-9373149-B2,Autonomous neighborhood vehicle commerce network and community ,"Fatdoor, Inc.",Raj Abhyanker,2006-03-17,2014-01-17,2016-06-21,2016-06-21,https://patents.google.com/patent/US9373149B2/en,https://patentimages.storage.googleapis.com/65/94/46/356745f2148428/US09373149-20160621-D00000.png
US-9475422-B2,Communication between autonomous vehicle and external observers ,"Applied Invention, Llc","W. Daniel Hillis, Kjerstin I. WILLIAMS, Thomas A. Tombrello, James W. SARRETT, Luke W. Khanlian, Adrian L. KAEHLER, Russel Howe",2014-05-22,2014-05-22,2016-10-25,2016-10-25,https://patents.google.com/patent/US9475422B2/en,https://patentimages.storage.googleapis.com/6a/c3/26/0cdc00902aa7ac/US09475422-20161025-D00000.png
US-9244462-B2,Vehicle trajectory planning for autonomous vehicles ,"Nissan North America, Inc.",Liam Pedersen,2014-05-30,2014-05-30,2016-01-26,2016-01-26,https://patents.google.com/patent/US9244462B2/en,https://patentimages.storage.googleapis.com/e1/81/a8/126ff27a7112dc/US09244462-20160126-D00000.png
KR-101688762-B1,Systems and methods for transitioning control of an autonomous vehicle to a driver ,구글 인코포레이티드,"드미트리 돌고프, 앤드류 슐츠, 다니엘 트래위크 에그노르, 크리스토퍼 엄슨",2013-04-05,2014-04-03,2016-12-21,2016-12-21,https://patents.google.com/patent/KR101688762B1/en,https://patentimages.storage.googleapis.com/dd/c9/c5/4e3e06af06c6fc/112015107785682-pct00001.png
US-9244463-B2,Automated guided vehicle and method of operating an automated guided vehicle ,Kuka Roboter Gmbh,"Patrick Pfaff, Bjorn Klein, Christoph Bick",2013-06-18,2014-06-18,2016-01-26,2016-01-26,https://patents.google.com/patent/US9244463B2/en,https://patentimages.storage.googleapis.com/79/af/07/7e4f8859dd7a5b/US09244463-20160126-D00000.png
US-9410811-B2,"Automated guided vehicle, system comprising a computer and an automated guided vehicle, method of planning a virtual track, and method of operating an automated guided vehicle ",Kuka Roboter Gmbh,"Patrick Pfaff, Bjorn Klein",2013-04-30,2014-04-28,2016-08-09,2016-08-09,https://patents.google.com/patent/US9410811B2/en,https://patentimages.storage.googleapis.com/58/e2/a9/d002f0d93014cb/US09410811-20160809-D00000.png
US-9494935-B2,Remote operation of autonomous vehicle in unexpected environment ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Bunyo Okumura, Danil V. Prokhorov",2014-11-13,2014-11-13,2016-11-15,2016-11-15,https://patents.google.com/patent/US9494935B2/en,https://patentimages.storage.googleapis.com/02/df/16/757f7f3bf3faa2/US09494935-20161115-D00000.png
US-9448559-B2,Autonomous vehicle routing and navigation using passenger docking locations ,"Nissan North America, Inc.","Naoki Kojo, Siddharth Kumar Thakur, Nicolas Meuleau, Daisuke Saito, Nikhil Lele",2015-01-15,2015-01-15,2016-09-20,2016-09-20,https://patents.google.com/patent/US9448559B2/en,https://patentimages.storage.googleapis.com/cc/a7/c8/7e546396bf4f2b/US09448559-20160920-D00000.png
KR-101646134-B1,Autonomous vehicle and a control method ,현대자동차 주식회사,"조원진, 권형근, 임태원, 이창재, 양석열",2015-05-06,2015-05-06,2016-08-05,2016-08-05,https://patents.google.com/patent/KR101646134B1/en,https://patentimages.storage.googleapis.com/8c/b1/9f/c0733337538aee/112015043617887-pat00001.png
US-9340126-B2,Autonomous vehicle with reconfigurable seats ,"Ford Global Technologies, Llc","Mark A. Cuddihy, Manoharprasad K. Rao, Jialiang Le",2013-11-20,2015-05-20,2016-05-17,2016-05-17,https://patents.google.com/patent/US9340126B2/en,https://patentimages.storage.googleapis.com/b9/f2/30/f2d18039557bac/US09340126-20160517-D00000.png
US-9475491-B1,Lane changing for autonomous vehicles ,"Toyota Motor Engineering & Manufacturing North America, Inc.","Naoki Nagasaka, Danil V. Prokhorov",2015-06-08,2015-06-08,2016-10-25,2016-10-25,https://patents.google.com/patent/US9475491B1/en,https://patentimages.storage.googleapis.com/fb/41/64/68a7229bbee959/US09475491-20161025-D00000.png
US-9499062-B2,Autonomous transport vehicle charging system ,Symbotic Llc,"Robert Sullivan, Dmitry Vasilyev",2010-12-15,2015-07-14,2016-11-22,2016-11-22,https://patents.google.com/patent/US9499062B2/en,https://patentimages.storage.googleapis.com/ad/0e/8d/d3d78f762ca57e/US09499062-20161122-D00000.png
US-2016339880-A1,Method and device for operating a vehicle which is capable of autonomous driving ,"Ford Global Technologies, Llc","Thomas Svensson, Timothy JURKIW",2015-05-22,2016-05-20,2016-11-24,,https://patents.google.com/patent/US20160339880A1/en,https://patentimages.storage.googleapis.com/2d/c6/98/ee19ff0d5102fd/US20160339880A1-20161124-D00000.png
US-9340204-B2,Arrangement for controlling highly automated driving of a vehicle ,Continental Automotive Gmbh,"Heiko Schnieders, Jürgen Leimbach",2013-08-16,2014-08-15,2016-05-17,2016-05-17,https://patents.google.com/patent/US9340204B2/en,https://patentimages.storage.googleapis.com/2d/53/6b/86e4bd1789a388/US09340204-20160517-D00000.png
US-2016200326-A1,Engaging and disengaging for autonomous driving ,Google Inc.,"Brian Douglas Cullinane, Philip Nemec, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet, Lilli Ing-Marie JONSSON",2012-11-30,2016-03-21,2016-07-14,,https://patents.google.com/patent/US20160200326A1/en,https://patentimages.storage.googleapis.com/1a/63/cf/dad941a1c96610/US20160200326A1-20160714-D00000.png
US-2016304123-A1,Steering system and method for autonomous vehicles ,"Delphi Technologies, Inc.","Matthew J. Lewis, Michael H. Laur",2015-04-15,2015-04-15,2016-10-20,,https://patents.google.com/patent/US20160304123A1/en,https://patentimages.storage.googleapis.com/f9/34/59/4fa7f803361797/US20160304123A1-20161020-D00000.png
US-9483838-B2,Method and system for automated sequencing of vehicles in side-by-side drive-thru configurations via appearance-based classification ,Xerox Corporation,"Orhan BULAN, Edgar A. Bernal, Aaron M. Burry, Yusuf Oguzhan Artan",2014-04-24,2015-02-26,2016-11-01,2016-11-01,https://patents.google.com/patent/US9483838B2/en,https://patentimages.storage.googleapis.com/fe/57/36/a53d640fe12802/US09483838-20161101-D00000.png
US-9481459-B2,Apparatus and method employing autonomous vehicles to reduce risk ,The United States Of America As Represented By The Secretary Of The Air Force,"Gennady Staskevich, Erik P. Blasch, Brian Abbe",2014-12-08,2014-12-08,2016-11-01,2016-11-01,https://patents.google.com/patent/US9481459B2/en,https://patentimages.storage.googleapis.com/7b/05/af/32502f73efcbad/US09481459-20161101-D00000.png
US-2016370801-A1,Remote Assistance for an Autonomous Vehicle in Low Confidence Situations ,Google Inc.,"Nathaniel Fairfield, Joshua Seth Herbach",2014-03-03,2016-09-06,2016-12-22,,https://patents.google.com/patent/US20160370801A1/en,https://patentimages.storage.googleapis.com/a5/4c/58/1ba1b78652d275/US20160370801A1-20161222-D00000.png
US-9242571-B2,Charge managing system for automated guided vehicle ,"Nissan Motor Co., Ltd.","Toshihito Fukui, Mitsuru Hirayama",2012-08-02,2013-08-01,2016-01-26,2016-01-26,https://patents.google.com/patent/US9242571B2/en,https://patentimages.storage.googleapis.com/52/83/ce/665cad2866000d/US09242571-20160126-D00000.png
US-2016341565-A1,Autonomous Vehicle Lane Routing and Navigation ,"Nissan North America, Inc.",Nicolas Meuleau,2014-05-30,2016-08-01,2016-11-24,,https://patents.google.com/patent/US20160341565A1/en,https://patentimages.storage.googleapis.com/49/29/80/9b6cbcbf50ef31/US20160341565A1-20161124-D00000.png
US-2016377508-A1,Automated robotic test system for automated driving systems ,"Perrone Robotics, Inc.","Paul J. Perrone, Nick MYKRIS, Boris Ciorneiu, Michael DESROSIERS, Don PERRONE",2015-06-24,2016-06-24,2016-12-29,,https://patents.google.com/patent/US20160377508A1/en,https://patentimages.storage.googleapis.com/a3/fe/1a/7a4ea887c0c43a/US20160377508A1-20161229-D00000.png
US-2016362116-A1,Autonomous driving device and vehicle control device ,Toyota Jidosha Kabushiki Kaisha,Kohei OTSUKA,2015-06-15,2016-06-10,2016-12-15,,https://patents.google.com/patent/US20160362116A1/en,https://patentimages.storage.googleapis.com/ea/0a/0e/68d6ad88fa8530/US20160362116A1-20161215-D00000.png
EP-3072770-A1,Autonomous driving device ,Toyota Jidosha Kabushiki Kaisha,Kohei OTSUKA,2015-03-23,2016-03-23,2016-09-28,,https://patents.google.com/patent/EP3072770A1/en,https://patentimages.storage.googleapis.com/e2/c7/77/f0b2069c38a00c/imgf0001.png
US-2016280236-A1,Autonomous driving device ,Toyota Jidosha Kabushiki Kaisha,Kohei OTSUKA,2015-03-23,2016-03-22,2016-09-29,,https://patents.google.com/patent/US20160280236A1/en,https://patentimages.storage.googleapis.com/9a/b8/a6/79d3f74deeb14c/US20160280236A1-20160929-D00000.png
US-2016257307-A1,Detailed map format for autonomous driving ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Michael J. Delp,2014-04-30,2016-05-16,2016-09-08,,https://patents.google.com/patent/US20160257307A1/en,https://patentimages.storage.googleapis.com/d9/9c/49/c15ce064ffb11c/US20160257307A1-20160908-D00000.png
US-2016375912-A1,Arrangement and method for facilitating handover to and from an automated autonomous driving aid system ,Volvo Car Corporation,"Claus Allan Christensen, Christian Hedegaard, Erik Israelsson, Thomas Bove",2015-06-23,2016-06-03,2016-12-29,,https://patents.google.com/patent/US20160375912A1/en,https://patentimages.storage.googleapis.com/01/57/e8/746fd0486e509d/US20160375912A1-20161229-D00000.png
US-2016375911-A1,Method and arrangement for allowing secondary tasks during semi-automated driving ,Volvo Car Corporation,"Erik Coelingh, Jonas Ekmark",2015-06-23,2016-05-27,2016-12-29,,https://patents.google.com/patent/US20160375911A1/en,https://patentimages.storage.googleapis.com/4c/51/33/4367f5d24623a5/US20160375911A1-20161229-D00000.png
US-2016264021-A1,Autonomous Vehicle Seating System ,Carla Gillett,Carla Gillett,2010-01-04,2016-02-26,2016-09-15,,https://patents.google.com/patent/US20160264021A1/en,https://patentimages.storage.googleapis.com/67/f2/c8/547d05d62a2480/US20160264021A1-20160915-D00000.png
WO-2016121710-A1,Automated driving control device ,日立オートモティブシステムズ株式会社,"尚和 内田, 太雪 谷道",2015-01-28,2016-01-26,2016-08-04,,https://patents.google.com/patent/WO2016121710A1/en,https://patentimages.storage.googleapis.com/71/bc/a1/8ca581f8ecd066/JPOXMLDOC01-appb-D000001.png
US-2016200438-A1,Package delivery by means of an automated multi-copter uas/uav dispatched from a conventional delivery vehicle ,Workhorse Group Inc.,"Elliot T. Bokeno, Thaddeus M. Bort, JR., Stephen S. Burns, Martin Rucidlo, Wei Wei, Donald L. Wires",2015-01-09,2016-01-07,2016-07-14,,https://patents.google.com/patent/US20160200438A1/en,https://patentimages.storage.googleapis.com/c2/de/ef/9ee609945dc0e0/US20160200438A1-20160714-D00000.png
US-2016231746-A1,System And Method To Operate An Automated Vehicle ,"Delphi Technologies, Inc.","Lawrence Dean Hazelton, Craig A. Baldwin, Robert James Myers, James M. Chan, Patrick Mitchell Griffin",2015-02-06,2015-12-30,2016-08-11,,https://patents.google.com/patent/US20160231746A1/en,https://patentimages.storage.googleapis.com/b8/ba/b8/c8f1f8df59de31/US20160231746A1-20160811-D00000.png
US-9483051-B2,"Automated guided vehicle, system having a computer and an automated guided vehicle, and method for operating an automated guided vehicle ",Kuka Roboter Gmbh,"Patrick Pfaff, Daniel Meyer-Delius, Stefan Loibl",2013-04-30,2014-04-30,2016-11-01,2016-11-01,https://patents.google.com/patent/US9483051B2/en,https://patentimages.storage.googleapis.com/e6/cf/5b/71a90b4814ebbc/US09483051-20161101-D00000.png
US-9428163-B2,Autonomous vehicle emergency braking method ,Wabco Gmbh,"Karsten Breuer, Thomas Dieckmann, Guido Hoffmann",2009-07-09,2010-05-03,2016-08-30,2016-08-30,https://patents.google.com/patent/US9428163B2/en,https://patentimages.storage.googleapis.com/0e/12/ff/de0fe95ebf49ca/US09428163-20160830-D00000.png
US-2016167653-A1,Autonomous ready vehicle ,"Polaris Industries, Inc.","Amber P. Malone, David J. Koenig, Kevin P. Blair, Patrick D. Weldon, Cole A. Sytsma",2014-12-15,2015-12-14,2016-06-16,,https://patents.google.com/patent/US20160167653A1/en,https://patentimages.storage.googleapis.com/d0/f0/d9/4ab155beff1326/US20160167653A1-20160616-D00001.png
US-2016109884-A1,Celestial navigation system for an autonomous vehicle ,Irobot Corporation,Mark J. Chiappetta,2004-07-07,2015-12-11,2016-04-21,,https://patents.google.com/patent/US20160109884A1/en,https://patentimages.storage.googleapis.com/9e/35/9e/d3bec88a93eb2f/US20160109884A1-20160421-D00000.png
US-2016207536-A1,Autonomous driving device ,Toyota Jidosha Kabushiki Kaisha,"Masaaki Yamaoka, Kohshi Katoh, Eishi Takeuchi, Tomoyuki Kuriyama, Hikaru Sato",2015-01-19,2015-12-14,2016-07-21,,https://patents.google.com/patent/US20160207536A1/en,https://patentimages.storage.googleapis.com/b3/1d/14/b81a3967d05339/US20160207536A1-20160721-D00001.png
WO-2016129671-A1,Control system for autonomously traveling work vehicle ,ヤンマー株式会社,横山　和寿,2015-02-13,2016-02-12,2016-08-18,,https://patents.google.com/patent/WO2016129671A1/en,https://patentimages.storage.googleapis.com/32/9c/7f/f53102921396fe/JPOXMLDOC01-appb-D000001.png
US-2016187879-A1,Autonomous driving interface ,"Shadi Mere, Theodore Charles Wingrove, Michael Eichbrecht, Kyle Entsminger","Shadi Mere, Theodore Charles Wingrove, Michael Eichbrecht, Kyle Entsminger",2014-12-30,2015-12-02,2016-06-30,,https://patents.google.com/patent/US20160187879A1/en,https://patentimages.storage.googleapis.com/95/22/be/64d5d0618ab6ba/US20160187879A1-20160630-D00001.png
