search URL:,https://patents.google.com/?q=TI%253d%28autonomous+vehicle%29+OR+AB%253d%28autonomous+vehicle%29&before=publication:20211231&after=publication:20210101&type=PATENT&dups=language
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10972544-B2,Autonomous vehicle communication system and method ,"Nissan North America, Inc.","Jingyi Zhang, Erik STAYTON, Melissa Cefkin",2017-02-06,2017-02-06,2021-04-06,2021-04-06,https://patents.google.com/patent/US10972544B2/en,https://patentimages.storage.googleapis.com/d5/21/62/6c74988f658494/US10972544-20210406-D00000.png
US-10988023-B2,"Autonomous driving assistance system, autonomous driving monitoring device, road management device, and autonomous driving information gathering device ",Mitsubishi Electric Corporation,Yoshiaki Tsuda,2014-10-30,2018-12-12,2021-04-27,2021-04-27,https://patents.google.com/patent/US10988023B2/en,https://patentimages.storage.googleapis.com/14/b9/2b/2c6b3027272a9a/US10988023-20210427-D00000.png
US-2021286925-A1,Generating autonomous vehicle simulation data from logged data ,"Aurora Innovation, Inc.","John Michael Wyrwas, Jessica Elizabeth Smith, Simon Box",2020-03-11,2021-02-26,2021-09-16,,https://patents.google.com/patent/US20210286925A1/en,https://patentimages.storage.googleapis.com/e6/51/a4/5351cedff55063/US20210286925A1-20210916-D00000.png
US-11022979-B2,Autonomous driving system ,Toyota Jidosha Kabushiki Kaisha,"Ryuta Hashimoto, Yoshinori Watanabe",2018-02-01,2018-12-12,2021-06-01,2021-06-01,https://patents.google.com/patent/US11022979B2/en,https://patentimages.storage.googleapis.com/43/bf/c8/3c4d8d29354da1/US11022979-20210601-D00000.png
WO-2021056556-A1,Vehicle-mounted autonomous driving test system and test method ,驭势科技（北京）有限公司,"张宇, 石磊, 林伟, 冯威, 刘晓彤",2019-09-29,2019-09-29,2021-04-01,,https://patents.google.com/patent/WO2021056556A1/en,https://patentimages.storage.googleapis.com/e0/c6/00/83c48c45f797c1/PCTCN2019109155-appb-300001.png
US-2021276554-A1,Planning Stopping Locations For Autonomous Vehicles ,Waymo Llc,"Jared Stephen Russell, Dmitri A. Dolgov, Nathaniel Fairfield, Laura Estelle Lindzey, Christopher Paul Urmson",2016-10-14,2021-04-16,2021-09-09,,https://patents.google.com/patent/US20210276554A1/en,https://patentimages.storage.googleapis.com/3b/cd/93/c768a2c6c4345b/US20210276554A1-20210909-D00000.png
US-2021124370-A1,Navigational constraints for autonomous vehicles ,"Uatc, Llc","Bryan Nagy, Jordan Romaidis, Brett Bavar, Julie Derence, Marcial Hernandez, Tashwin Khurana",2017-05-09,2021-01-08,2021-04-29,,https://patents.google.com/patent/US20210124370A1/en,https://patentimages.storage.googleapis.com/34/d2/fd/85be583ed3946a/US20210124370A1-20210429-D00000.png
US-2021325871-A1,Remote monitoring system and an autonomous running vehicle and remote monitoring method ,Toyota Jidosha Kabushiki Kaisha,"Koji Taguchi, Makoto Morita",2017-11-07,2021-06-28,2021-10-21,,https://patents.google.com/patent/US20210325871A1/en,https://patentimages.storage.googleapis.com/e0/87/6f/38ae315a0d3269/US20210325871A1-20211021-D00000.png
US-2021001887-A1,Method and Apparatus for Controlling Autonomous Driving Vehicle ,"Baidu Online Network Technology (Beijing) Co., Ltd.","Yue Wang, Zelin Wu, Jingjing Xue, Yingnan Liu, Wenlong Rao, Zijie Wang, Wei Gong",2018-11-19,2020-09-17,2021-01-07,,https://patents.google.com/patent/US20210001887A1/en,https://patentimages.storage.googleapis.com/c4/1a/dd/eba3633f53f6ae/US20210001887A1-20210107-D00000.png
KR-20210134530-A,System and method for avoiding obstacle for autonomous vehicle ,현대모비스 주식회사,이정희,2014-11-12,2021-10-25,2021-11-10,,https://patents.google.com/patent/KR20210134530A/en,https://patentimages.storage.googleapis.com/fb/4e/dc/26d5bc0483b5a0/pat00001.png
US-2021270616-A1,Destination changes in autonomous vehicles ,"Uber Technologies, Inc.","Matthew Sweeney, Molly Nix, Emily Bartel, Logan Rockmore, Anthony Levandowski",2017-05-09,2021-05-06,2021-09-02,,https://patents.google.com/patent/US20210270616A1/en,https://patentimages.storage.googleapis.com/97/ed/2b/06d5aebc7cb567/US20210270616A1-20210902-D00000.png
US-2021217101-A1,Controlling autonomous vehicles to optimize traffic characteristics ,Allstate Insurance Company,"Mark Slusar, Surender Kumar, Sunil Chintakindi",2016-12-20,2021-03-31,2021-07-15,,https://patents.google.com/patent/US20210217101A1/en,https://patentimages.storage.googleapis.com/87/dc/40/e20ba6ff4ddcbf/US20210217101A1-20210715-D00000.png
US-2021046897-A1,Hardware and software mechanisms on autonomous vehicle for pedestrian safety ,"Nuro, Inc.","David Ferguson, Jiajun Zhu, Nick Vines, Russell Smith",2017-07-28,2020-11-04,2021-02-18,,https://patents.google.com/patent/US20210046897A1/en,https://patentimages.storage.googleapis.com/33/e6/0d/7dbfad4c911aa7/US20210046897A1-20210218-D00000.png
US-2021140786-A1,Determining And Displaying Auto Drive Lanes In An Autonomous Vehicle ,Waymo Llc,"Philip Nemec, Brian Douglas Cullinane, Manuel Christian Clement, Robertus Christianus Elisabeth Mariet",2012-11-30,2020-11-13,2021-05-13,,https://patents.google.com/patent/US20210140786A1/en,https://patentimages.storage.googleapis.com/93/d6/3b/685015bb2cccbc/US20210140786A1-20210513-D00000.png
US-10983523-B2,Autonomous driving support apparatus and method ,Mando Corporation,Sang Kyun SIM,2017-10-16,2018-10-11,2021-04-20,2021-04-20,https://patents.google.com/patent/US10983523B2/en,https://patentimages.storage.googleapis.com/0e/a9/10/9b45ba1bf79975/US10983523-20210420-D00000.png
KR-102220950-B1,Method for controlling vehicle in autonomous driving system and apparatus thereof ,엘지전자 주식회사,김소령,2019-07-31,2019-07-31,2021-02-26,2021-02-26,https://patents.google.com/patent/KR102220950B1/en,https://patentimages.storage.googleapis.com/1a/4a/72/f2eee1ecbe8aa5/112019078670899-pat00001.png
US-2021166565-A1,Controlling Autonomous Vehicles to Provide Automated Emergency Response Functions ,Allstate Insurance Company,"Surender Kumar, Ryan M. Briggs, Mark V. Slusar, Timothy W. Gibson",2016-09-30,2021-02-15,2021-06-03,,https://patents.google.com/patent/US20210166565A1/en,https://patentimages.storage.googleapis.com/17/b4/b5/76599b84b91ff7/US20210166565A1-20210603-D00001.png
US-10906532-B2,Autonomous vehicle and method for controlling the same ,Lg Electronics Inc.,"Seongho Lee, Taeho NOH, Jaedoo GO",2017-10-12,2018-08-13,2021-02-02,2021-02-02,https://patents.google.com/patent/US10906532B2/en,https://patentimages.storage.googleapis.com/90/26/12/4d609306da7743/US10906532-20210202-D00000.png
WO-2021183748-A1,Generating autonomous vehicle simulation data from logged data ,"Aurora Innovation, Inc.","John Michael WYRWAS, Jessica Elizabeth SMITH, Simon BOX",2020-03-11,2021-03-11,2021-09-16,,https://patents.google.com/patent/WO2021183748A1/en,
CN-109389766-B,User identification system and method for autonomous vehicle ,通用汽车环球科技运作有限责任公司,R·B·库利,2017-08-10,2018-07-30,2021-07-27,2021-07-27,https://patents.google.com/patent/CN109389766B/en,https://patentimages.storage.googleapis.com/44/db/b3/169968d7850052/901364.png
US-2021271240-A1,Fault-Tolerant Control of an Autonomous Vehicle with Multiple Control Lanes ,"Uatc, Llc","Aaron L. Greenfield, Diana Yanakiev, Frederic Tschanz, Charles J. Tytler",2017-09-14,2021-05-17,2021-09-02,,https://patents.google.com/patent/US20210271240A1/en,https://patentimages.storage.googleapis.com/39/44/a3/6109443ca02678/US20210271240A1-20210902-D00000.png
US-11048272-B2,Autonomous vehicle collision mitigation systems and methods ,"Uatc, Llc","Matthew Shaw Wood, William M. Leach, Scott C. Poeppel, Nicholas G. Letwin, Noah Zych",2017-06-29,2019-06-03,2021-06-29,2021-06-29,https://patents.google.com/patent/US11048272B2/en,https://patentimages.storage.googleapis.com/6e/5d/5f/9780e674de48b0/US11048272-20210629-D00000.png
